,Consultas,Consultas de Atención Inmediata,Consultantes al Establecimiento,Consultantes Nuevos,Consultantes Asegurados,Médicos,Horas Médicas Programadas,Horas Médicas Efectivas,Consultorios Fisicos,Consultorios Funcionales,Egresos,Estancias,Pacientes dias,Dias cama disponible,Camas hospitalarias,Def. antes 48 hrs,Def. despues 48 hrs,Reingresos,Total I.Q.,Cirugia Mayor de AC,Cirugia Menor de MC,Cirugia Mayor de BC,Cirugia Menor de AR,Cirugia Menor de BR,Horas Uso Sala,Horas Programadas,Salas Quirúrgicas,Operaciones Suspendidas,Intervenciones Q Programadas,Total partos,Partos sin complicación,Partos con complicación,Sala de partos,Cesareas,Nacimientos,Nacidos vivos,Total de atenciones,Prioridad I,Prioridad II,Prioridad III,Prioridad IV,Sesiones Odontológicas,Trabajos Odontológicos,Consultantes de odontología,Odontólogos,Horas odontológicas efecivas,Horas odontológicas programadas,Consultorios fisicos Odontólogi,Consultorios funcional Odontó ,Recetas despachadas,Recetas despachadas C E,Análisis de laboratorio,Análisis de laboratorio C E,Exámenes radiológicos,Exámenes radiológicos C E,Placas radiológicas,Placas radiológicas C E,Mamografias Preventivas,Muestras Porcesas x PAP,3era. Dosis Pentavalente,Control de Enfermería,Control de nutrición,Control de Trabajo Social,Educación Grupal de enfermería,Educación Grupal de Nutrución,Educación Grupal Trabajo Social,Educación Grupal de Obstetricia,Psicoprofilaxis de Obstetricia,Visitas Domiciliarias de Enferm,Visitas Domiciliarias de Nutric,Visitas Domiciliarias de Obstet,Visitas Domiciliarias de T S,Atenciones Psicología,Psicoprofilaxis de Psicología,Visitas Domiciliarias de Psicol
C.A.P.III-ALFREDO PIAZZA ROBERTS_per_2018-07,4177,,639,136,639,8,886,813,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,945,0,5,897,43,524,925,143,2,174,174,2,3,9409,6996,7548,7484,409,375,637,587,32,82,12,1495,284,174,84,2,13,2,3,13,,,3,196,1,
C.A.P.III-ALFREDO PIAZZA ROBERTS_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,
C.A.P.III-ALFREDO PIAZZA ROBERTS_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,
C.A.P.III-ALFREDO PIAZZA ROBERTS_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,
C.A.P.III-ALFREDO PIAZZA ROBERTS_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,
C.A.P.III-ALFREDO PIAZZA ROBERTS_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,
C.A.P.III-ALTO SELVA ALEGRE_per_2018-01,3953,,3187,272,3187,6,778,766,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098,2827,652,3,288,288,2,3,9412,8553,5599,5599,519,519,800,800,52,207,28,661,357,134,,,10,,8,114,4,25,10,264,29,
C.A.P.III-ALTO SELVA ALEGRE_per_2018-02,3975,,1935,162,1935,6,775,755,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201,3048,544,3,300,300,2,4,9486,8721,4430,4430,436,436,466,466,30,270,30,620,382,124,,,17,,8,65,2,14,10,309,18,
C.A.P.III-ALTO SELVA ALEGRE_per_2018-03,3660,,1451,232,1451,6,719,699,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039,2641,400,3,288,288,2,3,9355,8453,5359,5359,309,309,429,429,81,319,37,572,335,123,,,8,,8,77,7,11,17,248,0,
C.A.P.III-ALTO SELVA ALEGRE_per_2018-04,3954,,1134,237,1134,6,777,761,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007,2535,405,3,300,300,2,3,10022,9110,5105,5105,416,416,604,604,97,281,38,623,373,133,,,8,,12,96,0,12,11,273,0,
C.A.P.III-ALTO SELVA ALEGRE_per_2018-05,3617,,820,184,820,6,647,647,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041,2550,826,3,288,288,2,3,9900,9057,4700,4700,378,378,546,546,75,257,29,426,353,96,,,7,,8,78,0,6,12,265,0,
C.A.P.III-ALTO SELVA ALEGRE_per_2018-06,4079,,882,269,882,7,734,716,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,2453,306,3,288,288,2,3,10869,10088,6089,6089,325,325,468,468,38,205,31,412,356,112,,,8,,12,20,4,11,12,263,0,
C.A.P.III-ALTO SELVA ALEGRE_per_2018-07,4095,,794,264,794,7,742,742,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027,2570,231,3,288,288,2,3,10230,9424,4413,4413,224,224,314,314,45,236,32,489,334,94,,,7,,12,52,8,18,12,234,0,
C.A.P.III-ALTO SELVA ALEGRE_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,
C.A.P.III-ALTO SELVA ALEGRE_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,
C.A.P.III-ALTO SELVA ALEGRE_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,
C.A.P.III-ALTO SELVA ALEGRE_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,
C.A.P.III-ALTO SELVA ALEGRE_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,
C.A.P.III-CARABAYLLO_per_2018-01,4937,,4434,700,4434,11,973,932,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,2966,1046,4,396,499,2,4,12211,11314,9457,8283,1049,1049,1683,1683,0,380,63,773,414,356,,4,0,0,8,0,3,0,0,440,11,
C.A.P.III-CARABAYLLO_per_2018-02,4346,,2732,333,2732,9,868,850,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308,2870,967,4,433,437,2,4,8909,8567,10075,8274,850,850,1407,1407,51,116,64,736,411,0,,0,0,36,8,0,0,0,0,662,17,
C.A.P.III-CARABAYLLO_per_2018-03,4497,,1730,275,1730,9,940,871,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234,3378,827,6,410,469,2,6,9512,8749,11095,9622,1051,1051,1393,1393,0,476,210,794,394,351,,13,1,73,20,3,2,0,3,434,17,
C.A.P.III-CARABAYLLO_per_2018-04,4811,,1596,540,1596,9,937,932,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1370,3928,833,6,451,536,1,2,10761,9890,10433,9376,1066,1066,1579,1579,59,144,40,956,390,423,,12,0,62,12,0,3,5,4,617,0,
C.A.P.III-CARABAYLLO_per_2018-05,5496,,1462,364,1462,9,1089,1067,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1378,4209,801,6,449,544,1,6,12086,11037,10300,9148,1173,1173,1696,1696,57,167,50,876,392,428,,13,2,46,12,4,3,0,6,632,18,
C.A.P.III-CARABAYLLO_per_2018-06,4607,,1296,391,1296,9,904,904,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536,4420,846,6,504,534,1,6,10488,10082,10683,9644,982,982,1496,1496,55,348,50,817,473,425,,10,0,25,12,4,3,0,10,413,0,
C.A.P.III-CARABAYLLO_per_2018-07,4823,,1141,355,1141,8,966,939,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142,3565,530,5,369,396,2,5,10547,10131,11051,9766,989,989,1636,1636,30,447,66,638,236,422,,1,0,29,12,3,3,5,4,565,19,
C.A.P.III-CARABAYLLO_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
C.A.P.III-CARABAYLLO_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
C.A.P.III-CARABAYLLO_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
C.A.P.III-CARABAYLLO_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
C.A.P.III-CARABAYLLO_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
C.A.P.III-CARLOS CASTANEDA IPARRAGUIRRE_per_2018-01,3514,,3076,52,3076,7,700,695,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1514,,81,1433,,505,1055,438,1,155,155,1,1,14636,7199,5946,4105,352,301,,,103,163,42,949,341,162,0,4,12,0,28,6,5,18,11,328,8,1
C.A.P.III-CARLOS CASTANEDA IPARRAGUIRRE_per_2018-02,3363,,2081,85,2081,7,683,664,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1219,,60,1159,,545,1107,417,2,182,196,1,2,12820,6717,4080,2919,285,224,,,88,396,33,845,296,138,0,0,18,0,21,9,6,12,14,332,4,1
C.A.P.III-CARLOS CASTANEDA IPARRAGUIRRE_per_2018-03,3520,,1584,88,1584,7,693,693,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1237,,44,1193,,544,1120,308,2,181,184,1,2,13723,7482,5314,3833,323,271,,,69,237,40,887,0,31,19,0,4,0,33,27,0,11,9,242,4,0
C.A.P.III-CARLOS CASTANEDA IPARRAGUIRRE_per_2018-04,3744,,1241,89,1241,7,749,740,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1461,,42,1419,,408,800,259,1,105,105,1,1,14692,7763,4353,2906,298,258,,,382,251,30,938,197,189,3,8,14,0,14,0,6,12,11,296,4,0
C.A.P.III-CARLOS CASTANEDA IPARRAGUIRRE_per_2018-05,3550,,919,99,919,7,706,703,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1772,,68,1704,,528,1087,259,2,176,181,1,2,15477,8087,3221,2157,292,264,,,60,236,33,962,373,98,0,0,12,0,14,12,4,12,8,297,4,0
C.A.P.III-CARLOS CASTANEDA IPARRAGUIRRE_per_2018-06,3103,,801,101,801,6,633,621,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1417,,32,1385,,551,1050,246,2,184,189,1,2,13221,6880,3949,2686,181,163,,,476,226,28,844,333,204,44,4,15,0,17,7,0,12,9,316,5,0
C.A.P.III-CARLOS CASTANEDA IPARRAGUIRRE_per_2018-07,3457,,773,113,773,6,697,688,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1290,,57,1233,,419,849,175,2,140,157,1,2,13631,7649,3682,2346,305,287,,,102,101,49,948,317,182,4,2,15,16,11,34,4,0,14,257,5,0
C.A.P.III-CARLOS CASTANEDA IPARRAGUIRRE_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.A.P.III-CARLOS CASTANEDA IPARRAGUIRRE_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.A.P.III-CARLOS CASTANEDA IPARRAGUIRRE_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.A.P.III-CARLOS CASTANEDA IPARRAGUIRRE_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.A.P.III-CARLOS CASTANEDA IPARRAGUIRRE_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.A.P.III-CASTILLA_per_2018-01,3051,,2057,528,2057,7,569,569,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,11,,626,1276,540,2,199,199,1,2,11310,3905,9300,9300,302,293,766,748,134,271,45,860,360,268,15,4,,,7,28,,,1,300,,0
C.A.P.III-CASTILLA_per_2018-02,2805,,2549,784,2549,7,504,504,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,9,,623,1270,404,2,201,201,1,2,11095,3665,8453,8453,374,365,743,725,47,256,36,890,357,264,27,4,,,4,39,,,4,304,,0
C.A.P.III-CASTILLA_per_2018-03,3490,,2868,882,2868,8,640,640,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,599,1252,372,2,190,190,1,2,11529,5017,7881,7881,355,346,704,684,44,210,30,816,358,257,14,2,,,6,24,,,3,319,,1
C.A.P.III-CASTILLA_per_2018-04,3719,,2947,1018,2947,8,672,672,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,12,,612,1314,346,2,200,200,1,2,11493,6018,9250,9250,434,427,864,850,17,143,24,834,357,250,14,1,,,5,14,,,4,314,,1
C.A.P.III-CASTILLA_per_2018-05,3934,,3041,1110,3041,8,746,746,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,,602,1242,340,2,196,196,1,2,11792,6701,10002,10002,319,297,647,625,68,261,31,848,357,259,11,0,,,4,26,,,1,309,,2
C.A.P.III-CASTILLA_per_2018-06,4096,,2642,1039,2642,4,742,742,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,12,,646,1360,344,2,212,212,1,2,11562,6334,10043,10043,365,330,726,676,56,211,21,847,358,357,14,5,,,4,57,,,4,315,,1
C.A.P.III-CASTILLA_per_2018-07,3972,,2452,856,2452,6,769,769,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,12,,667,1375,339,2,218,218,1,2,11004,7675,7796,7796,318,302,634,604,64,137,29,882,366,334,8,8,,,8,58,,,2,308,,1
C.A.P.III-CASTILLA_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,0,0,,0
C.A.P.III-CASTILLA_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,0,0,,0
C.A.P.III-CASTILLA_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,0,0,,0
C.A.P.III-CASTILLA_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,0,0,,0
C.A.P.III-CASTILLA_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,0,0,,0
C.A.P.III-CATACAOS_per_2018-01,1921,,1189,446,1189,5,366,366,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,875,217,2,127,127,1,2,6957,2751,4441,4441,137,137,320,320,28,158,20,853,353,,4,4,,4,1,7,4,,,324,,0
C.A.P.III-CATACAOS_per_2018-02,2028,,1398,524,1398,5,391,391,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,829,174,2,120,120,1,2,7322,2468,4825,4825,106,106,261,261,22,96,21,1154,361,,9,4,,8,1,10,4,,,480,,3
C.A.P.III-CATACAOS_per_2018-03,1878,,1168,547,1168,5,367,367,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,841,189,2,124,124,1,2,6849,2499,4858,4858,145,145,357,357,24,70,25,1236,360,,9,4,,10,1,2,4,,,442,,2
C.A.P.III-CATACAOS_per_2018-04,2002,,1681,772,1681,6,381,381,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,1031,261,2,158,158,1,2,7703,2445,5458,5458,145,145,369,369,0,152,17,1085,353,,4,4,,10,1,10,4,,,489,,2
C.A.P.III-CATACAOS_per_2018-05,2354,,1263,1263,1263,6,423,423,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625,1389,340,2,205,205,1,2,6033,3796,4121,4121,87,87,225,225,21,143,23,941,374,,10,4,,7,1,11,4,,,482,,0
C.A.P.III-CATACAOS_per_2018-06,2965,,1543,985,1543,6,539,539,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628,1383,344,2,208,208,1,2,6533,3811,4963,4963,62,62,122,122,29,112,26,1244,369,,9,4,,4,1,10,4,,,484,,0
C.A.P.III-CATACAOS_per_2018-07,2552,,1352,962,1352,6,468,468,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,1385,648,2,214,214,1,2,5763,3607,4661,4661,68,68,124,124,17,94,25,1148,356,,10,4,,15,1,10,4,,,495,,2
C.A.P.III-CATACAOS_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,,0,,0
C.A.P.III-CATACAOS_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,,0,,0
C.A.P.III-CATACAOS_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,,0,,0
C.A.P.III-CATACAOS_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,,0,,0
C.A.P.III-CATACAOS_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,,0,,0
C.A.P.III-EL AGUSTINO_per_2018-01,6247,,4624,213,4624,12,1227,1206,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806,2066,697,3,267,307,2,4,17019,14739,19966,19966,671,671,795,795,46,207,52,2096,473,201,68,0,7,12,8,23,,8,26,290,4,0
C.A.P.III-EL AGUSTINO_per_2018-02,5549,,2300,226,2300,12,1154,1062,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618,1398,395,4,311,479,2,4,13979,12214,22448,22448,719,719,820,820,36,264,35,1574,503,179,67,4,9,8,6,32,,4,14,296,4,0
C.A.P.III-EL AGUSTINO_per_2018-03,6009,,1588,254,1588,12,1164,1146,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817,1897,526,4,272,283,2,4,15301,13135,19345,19345,647,647,729,729,39,181,45,1386,243,229,69,3,12,5,6,38,,6,21,266,4,0
C.A.P.III-EL AGUSTINO_per_2018-04,5911,,1212,223,1212,11,1136,1128,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066,2821,537,3,352,388,2,4,15700,13333,19526,19526,705,705,801,801,55,174,42,1618,496,280,62,3,13,9,8,47,,3,16,350,4,4
C.A.P.III-EL AGUSTINO_per_2018-05,8597,,1601,364,1601,15,1781,1689,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1084,2617,454,3,358,366,2,4,21475,19124,22808,22808,757,757,912,912,45,221,37,1715,480,222,60,3,10,4,8,36,,6,16,326,1,0
C.A.P.III-EL AGUSTINO_per_2018-06,8460,,1406,380,1406,15,1718,1707,10,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028,2517,391,3,330,366,2,4,21275,18970,21538,21538,463,463,565,565,51,233,50,1431,481,300,50,3,9,5,8,22,,4,12,383,0,0
C.A.P.III-EL AGUSTINO_per_2018-07,8280,,1167,340,1167,15,1701,1693,10,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1044,2672,367,3,333,345,2,4,20367,18017,22118,22118,755,755,881,881,58,190,41,1664,511,222,63,3,8,4,4,55,,8,18,229,1,0
C.A.P.III-EL AGUSTINO_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
C.A.P.III-EL AGUSTINO_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
C.A.P.III-EL AGUSTINO_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
C.A.P.III-EL AGUSTINO_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
C.A.P.III-EL AGUSTINO_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
C.A.P.III-ENRRIQUEZ ENCINAS FRANCO_per_2018-01,917,,725,310,725,2,184,183,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,932,237,1,124,124,1,1,1597,1420,1957,1957,,,,,15,30,0,527,66,0,16,,,6,4,1,,9,,292,0,
C.A.P.III-ENRRIQUEZ ENCINAS FRANCO_per_2018-02,1025,,539,141,539,2,200,200,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,1007,188,1,134,134,1,1,1891,1637,1467,1467,,,,,12,57,22,1154,66,0,14,,,8,4,0,,10,,250,0,
C.A.P.III-ENRRIQUEZ ENCINAS FRANCO_per_2018-03,1026,,428,182,428,2,205,205,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,892,143,1,119,119,1,1,1778,1548,1148,1148,,,,,5,48,19,882,0,0,10,,,13,12,0,,12,,243,0,
C.A.P.III-ENRRIQUEZ ENCINAS FRANCO_per_2018-04,1007,,345,141,345,2,204,201,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471,1177,205,1,157,157,1,1,1879,1665,759,759,,,,,8,46,12,1091,125,0,5,,,8,4,0,,13,,303,6,
C.A.P.III-ENRRIQUEZ ENCINAS FRANCO_per_2018-05,915,,277,112,277,2,189,183,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517,1242,188,2,160,164,1,2,1838,1568,1011,1011,,,,,5,22,10,920,150,126,0,,,6,8,0,,10,,290,0,
C.A.P.III-ENRRIQUEZ ENCINAS FRANCO_per_2018-06,1205,,404,161,404,2,241,241,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674,1685,238,2,200,200,1,1,2322,2004,1041,1041,,,,,8,33,13,1151,46,49,0,,,8,9,1,,6,,335,0,
C.A.P.III-ENRRIQUEZ ENCINAS FRANCO_per_2018-07,1050,,275,152,275,2,220,220,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,1632,164,2,200,200,1,2,2119,1765,1397,1397,,,,,4,34,15,1059,0,60,0,,,16,6,0,,6,,312,0,
C.A.P.III-ENRRIQUEZ ENCINAS FRANCO_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,0,0,0,,0,,0,0,
C.A.P.III-ENRRIQUEZ ENCINAS FRANCO_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,0,0,0,,0,,0,0,
C.A.P.III-ENRRIQUEZ ENCINAS FRANCO_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,0,0,0,,0,,0,0,
