,Consultas,Consultas de Atención Inmediata,Consultantes al Establecimiento,Consultantes Nuevos,Consultantes Asegurados,Médicos,Horas Médicas Programadas,Horas Médicas Efectivas,Consultorios Fisicos,Consultorios Funcionales,Egresos,Estancias,Pacientes dias,Dias cama disponible,Camas hospitalarias,Def. antes 48 hrs,Def. despues 48 hrs,Reingresos,Total I.Q.,Cirugia Mayor de AC,Cirugia Menor de MC,Cirugia Mayor de BC,Cirugia Menor de AR,Cirugia Menor de BR,Horas Uso Sala,Horas Programadas,Salas Quirúrgicas,Operaciones Suspendidas,Intervenciones Q Programadas,Total partos,Partos sin complicación,Partos con complicación,Sala de partos,Cesareas,Nacimientos,Nacidos vivos,Total de atenciones,Prioridad I,Prioridad II,Prioridad III,Prioridad IV,Sesiones Odontológicas,Trabajos Odontológicos,Consultantes de odontología,Odontólogos,Horas odontológicas efecivas,Horas odontológicas programadas,Consultorios fisicos Odontólogi,Consultorios funcional Odontó ,Recetas despachadas,Recetas despachadas C E,Análisis de laboratorio,Análisis de laboratorio C E,Exámenes radiológicos,Exámenes radiológicos C E,Placas radiológicas,Placas radiológicas C E,Mamografias Preventivas,Muestras Porcesas x PAP,3era. Dosis Pentavalente,Control de Enfermería,Control de nutrición,Control de Trabajo Social,Educación Grupal de enfermería,Educación Grupal de Nutrución,Educación Grupal Trabajo Social,Educación Grupal de Obstetricia,Psicoprofilaxis de Obstetricia,Visitas Domiciliarias de Enferm,Visitas Domiciliarias de Nutric,Visitas Domiciliarias de Obstet,Visitas Domiciliarias de T S,Atenciones Psicología,Psicoprofilaxis de Psicología,Visitas Domiciliarias de Psicol
P.M.-CONTUMAZA_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CONTUMAZA_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CONTUMAZA_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CONTUMAZA_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CORIRE_per_2018-01,421,,302,42,302,1,84,84,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,3,0,24,57,17,1,12,12,1,1,665,611,,,,,,,4,9,0,102,,,3,,,3,1,2,,14,,0,,
P.M.-CORIRE_per_2018-02,405,,158,32,158,1,81,81,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,2,0,24,50,16,1,12,12,1,1,656,605,,,,,,,2,11,0,190,,,6,,,36,3,4,,28,,0,,
P.M.-CORIRE_per_2018-03,350,,79,16,79,1,70,70,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,2,0,24,48,9,1,12,12,1,1,610,566,,,,,,,1,6,1,113,,,2,,,5,7,2,,7,,0,,
P.M.-CORIRE_per_2018-04,422,,71,24,71,1,84,84,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,2,0,24,48,11,1,8,12,1,1,640,617,,,,,,,6,7,1,120,,,3,,,4,1,7,,10,,0,,
P.M.-CORIRE_per_2018-05,88,,10,1,10,1,20,18,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,24,48,7,1,12,12,1,1,211,211,,,,,,,1,0,0,134,,,0,,,0,0,0,,0,,0,,
P.M.-CORIRE_per_2018-06,341,,32,8,32,1,75,68,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,0,10,8,24,50,8,1,6,8,1,1,329,329,,,,,,,1,14,0,94,,,0,,,0,0,0,,0,,0,,
P.M.-CORIRE_per_2018-07,346,,41,14,41,1,70,69,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,0,18,10,14,28,7,1,8,10,1,1,1528,1441,,,,,,,0,14,0,42,,,1,,,3,1,0,,8,,26,,
P.M.-CORIRE_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,0,,
P.M.-CORIRE_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,0,,
P.M.-CORIRE_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,0,,
P.M.-CORIRE_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,0,,
P.M.-CORIRE_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,0,,
P.M.-CORPACANCHA_per_2018-01,175,,85,1,85,1,35,35,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,1,2,32,34,16,1,6,6,1,1,308,277,,,,,,,,3,,154,0,,2,,,,,6,,,,,,
P.M.-CORPACANCHA_per_2018-02,112,,36,3,36,1,22,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,0,5,0,0,0,0,0,0,0,0,209,186,,,,,,,,0,,122,0,,2,,,,,6,,,,,,
P.M.-CORPACANCHA_per_2018-03,206,,40,11,40,1,41,41,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,0,0,4,18,20,2,1,6,6,1,1,300,286,,,,,,,,1,,203,0,,3,,,,,6,,,,,,
P.M.-CORPACANCHA_per_2018-04,164,,26,8,26,1,32,32,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,1,1,24,36,12,1,6,6,1,1,257,241,,,,,,,,4,,188,0,,6,,,,,12,,,,,,
P.M.-CORPACANCHA_per_2018-05,124,,9,4,9,1,25,25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,5,7,25,52,25,1,6,6,1,1,319,271,,,,,,,,1,,121,0,,5,,,,,10,,,,,,
P.M.-CORPACANCHA_per_2018-06,213,,14,6,14,1,43,43,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,0,6,0,0,0,0,0,0,0,0,444,414,,,,,,,,1,,152,0,,5,,,,,12,,,,,,
P.M.-CORPACANCHA_per_2018-07,209,,15,6,15,1,42,42,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,0,3,12,42,1,1,4,6,1,1,444,414,,,,,,,,1,,138,51,,10,,,,,6,,,,,,
P.M.-CORPACANCHA_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,0,,0,,,,,0,,,,,,
P.M.-CORPACANCHA_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,0,,0,,,,,0,,,,,,
P.M.-CORPACANCHA_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,0,,0,,,,,0,,,,,,
P.M.-CORPACANCHA_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,0,,0,,,,,0,,,,,,
P.M.-CORPACANCHA_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,0,,0,,,,,0,,,,,,
P.M.-COTAHUASI_per_2018-01,349,,257,41,257,1,69,69,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,1,8,0,,,,,,,,,318,249,,,,,,,0,1,1,90,,,0,,,2,1,0,,0,,,,
P.M.-COTAHUASI_per_2018-02,285,,127,38,127,1,57,57,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,4,12,0,,,,,,,,,245,180,,,,,,,2,17,1,104,,,0,,,2,2,0,,0,,,,
P.M.-COTAHUASI_per_2018-03,313,,119,35,119,1,62,62,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,4,6,0,,,,,,,,,321,259,,,,,,,0,1,1,100,,,0,,,0,0,0,,1,,,,
P.M.-COTAHUASI_per_2018-04,380,,146,58,146,1,76,76,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,2,4,0,,,,,,,,,383,279,,,,,,,3,24,0,100,,,0,,,0,2,0,,0,,,,
P.M.-COTAHUASI_per_2018-05,384,,113,42,113,1,75,75,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,1,0,9,,,,,,,,,653,552,,,,,,,2,10,1,192,,,2,,,0,3,0,,1,,,,
P.M.-COTAHUASI_per_2018-06,418,,76,27,76,1,75,75,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,0,1,3,,,,,,,,,736,667,,,,,,,2,2,1,249,,,3,,,0,5,5,,2,,,,
P.M.-COTAHUASI_per_2018-07,440,,69,31,69,1,75,75,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,1,2,,,,,,,,,805,732,,,,,,,7,8,1,215,,,2,,,0,5,3,,2,,,,
P.M.-COTAHUASI_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,,,,,,,,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-COTAHUASI_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,,,,,,,,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-COTAHUASI_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,,,,,,,,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-COTAHUASI_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,,,,,,,,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-COTAHUASI_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,,,,,,,,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CURAHUASI_per_2018-01,422,,327,15,327,2,134,130,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,0,33,,305,574,141,1,100,100,1,1,1209,1025,,,,,0,,0,3,1,410,,,30,,,16,0,28,,14,,,,
P.M.-CURAHUASI_per_2018-02,516,,244,38,244,2,134,134,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,2,24,,302,614,131,1,100,100,1,1,1160,991,,,,,0,,0,10,0,359,,,28,,,14,4,17,,13,,,,
P.M.-CURAHUASI_per_2018-03,442,,111,12,111,2,126,126,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,0,30,,307,549,119,1,100,100,1,1,1158,951,,,,,0,,0,11,0,538,,,35,,,18,6,26,,14,,,,
P.M.-CURAHUASI_per_2018-04,448,,76,10,76,2,108,108,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,0,42,,0,0,0,0,0,0,0,0,1294,1133,,,,,0,,3,4,1,553,,,26,,,18,4,34,,15,,,,
P.M.-CURAHUASI_per_2018-05,575,,85,19,85,2,140,140,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,5,49,,0,0,0,0,0,0,1,1,1402,1215,,,,,0,,0,6,0,598,,,26,,,18,2,8,,18,,,,
P.M.-CURAHUASI_per_2018-06,439,,64,35,64,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,5,53,,378,639,168,1,123,123,1,1,1120,909,,,,,0,,0,19,2,588,,,44,,,22,4,24,,21,,,,
P.M.-CURAHUASI_per_2018-07,473,,58,34,58,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,3,49,,316,453,106,1,100,100,1,1,1201,1003,,,,,1,,0,18,2,728,,,26,,,24,2,20,,28,,,,
P.M.-CURAHUASI_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CURAHUASI_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CURAHUASI_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CURAHUASI_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CURAHUASI_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-HUANCABAMBA_per_2018-01,548,,474,45,474,1,109,109,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,332,152,1,55,55,1,1,1201,1010,,,,,,,4,29,2,252,,,2,,,10,5,9,,5,,,,
P.M.-HUANCABAMBA_per_2018-02,525,,264,29,264,1,105,105,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,502,146,1,83,83,1,1,1178,967,,,,,,,6,30,8,319,,,3,,,8,6,11,,6,,,,
P.M.-HUANCABAMBA_per_2018-03,543,,212,24,212,1,108,108,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,386,77,1,64,64,1,1,1350,1070,,,,,,,5,21,2,219,,,4,,,4,6,10,,6,,,,
P.M.-HUANCABAMBA_per_2018-04,635,,198,45,198,1,127,127,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,264,47,1,44,44,1,1,1501,1321,,,,,,,3,23,2,256,,,2,,,6,4,9,,4,,,,
P.M.-HUANCABAMBA_per_2018-05,531,,139,31,139,1,106,106,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,316,48,1,27,27,1,1,1331,1245,,,,,,,1,21,2,251,,,2,,,5,4,9,,2,,,,
P.M.-HUANCABAMBA_per_2018-06,530,,125,27,125,1,106,106,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,369,81,1,50,50,1,1,1377,1134,,,,,,,6,24,3,262,,,6,,,12,4,9,,4,,,,
P.M.-HUANCABAMBA_per_2018-07,524,,120,31,120,1,104,104,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,306,70,1,47,47,1,1,1195,1069,,,,,,,5,28,2,225,,,5,,,9,4,9,,6,,,,
P.M.-HUANCABAMBA_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-HUANCABAMBA_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-HUANCABAMBA_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-HUANCABAMBA_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-HUANCABAMBA_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-HUANCANE_per_2018-01,839,,703,70,703,2,188,180,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,0,4,0,268,671,221,1,89,90,1,1,1643,1481,1077,892,,,,,12,44,4,739,234,,5,5,,5,4,4,0,4,,290,1,1
P.M.-HUANCANE_per_2018-02,731,,375,65,375,2,154,150,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,0,0,35,90,21,1,12,12,1,1,1290,1152,1115,1045,,,,,15,69,3,669,263,,9,2,,4,2,9,0,4,,320,0,1
P.M.-HUANCANE_per_2018-03,683,,296,43,296,2,160,136,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,1,0,260,655,174,1,86,86,1,1,1318,1114,900,780,,,,,14,50,3,711,248,,14,10,,14,2,4,0,4,,301,0,0
P.M.-HUANCANE_per_2018-04,664,,241,46,241,2,175,132,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,0,3,4,247,622,135,1,82,84,1,1,1515,1328,615,481,,,,,17,41,3,643,256,,8,9,,4,2,4,1,4,,272,0,0
P.M.-HUANCANE_per_2018-05,648,,216,40,216,2,168,132,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0,2,188,483,102,1,62,62,1,1,1313,1167,459,393,,,,,9,26,6,622,214,,2,6,,5,8,3,0,5,,260,0,0
P.M.-HUANCANE_per_2018-06,824,,214,73,214,2,191,171,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,1,1,7,265,683,135,1,88,88,1,1,1730,1541,654,448,,,,,15,57,4,711,252,,8,8,,5,9,3,0,4,,271,0,1
P.M.-HUANCANE_per_2018-07,915,,365,81,365,2,200,193,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,3,0,394,1031,254,1,131,131,1,1,1844,1738,2859,2717,,,,,16,29,4,835,360,,5,6,,12,2,3,0,4,,364,0,0
P.M.-HUANCANE_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0
P.M.-HUANCANE_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0
P.M.-HUANCANE_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0
P.M.-HUANCANE_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0
P.M.-HUANCANE_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0
P.M.-HUANCAPI_per_2018-01,277,,198,19,198,1,100,55,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,532,170,1,85,100,1,1,1137,942,,,,,,,0,10,0,326,,,3,,,0,0,10,,0,,,,
P.M.-HUANCAPI_per_2018-02,373,,193,28,193,1,104,75,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,662,152,1,100,100,1,1,1326,1140,,,,,,,1,0,1,345,,,2,,,0,2,8,,4,,,,
P.M.-HUANCAPI_per_2018-03,363,,154,30,154,1,100,73,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,573,129,1,92,92,1,1,1622,1406,,,,,,,0,12,0,361,,,11,,,0,1,12,,0,,,,
P.M.-HUANCAPI_per_2018-04,378,,166,51,166,1,100,76,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,656,167,1,96,96,1,1,1873,1654,,,,,,,0,0,1,442,,,12,,,0,2,13,,2,,,,
P.M.-HUANCAPI_per_2018-05,270,,47,12,47,2,56,54,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,629,107,1,96,96,1,1,1224,753,,,,,,,0,11,3,374,,,7,,,0,2,6,,0,,,,
P.M.-HUANCAPI_per_2018-06,311,,92,34,92,1,76,62,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,619,94,1,92,100,1,1,1276,1088,,,,,,,1,20,1,280,,,6,,,1,1,5,,0,,,,
P.M.-HUANCAPI_per_2018-07,309,,54,14,54,1,80,62,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,306,36,1,54,54,1,1,1048,878,,,,,,,2,0,2,305,,,8,,,2,0,4,,1,,,,
P.M.-HUANCAPI_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-HUANCAPI_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-HUANCAPI_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-HUANCAPI_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-HUANCAPI_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-HUARON_per_2018-01,150,,113,9,113,1,30,30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,1,0,14,12,24,12,1,4,4,1,1,322,215,,,,,,,2,7,0,193,,,4,,,4,2,2,,1,,,,
P.M.-HUARON_per_2018-02,209,,93,17,93,1,41,41,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,0,2,31,24,48,22,1,8,8,1,1,396,291,,,,,,,0,2,0,190,,,0,,,0,0,7,,0,,,,
P.M.-HUARON_per_2018-03,156,,46,7,46,1,31,31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,0,2,19,22,44,22,1,7,7,1,1,294,224,,,,,,,0,1,0,184,,,0,,,0,0,8,,0,,,,
P.M.-HUARON_per_2018-04,177,,43,20,43,1,35,35,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,0,2,39,36,72,36,1,12,12,1,1,255,160,,,,,,,0,0,0,164,,,5,,,2,1,2,,1,,,,
P.M.-HUARON_per_2018-05,111,,10,3,10,1,22,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,3,0,6,0,0,0,0,0,0,0,0,112,86,,,,,,,0,0,0,74,,,0,,,1,1,0,,2,,,,
P.M.-HUARON_per_2018-06,205,,27,13,27,1,41,41,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,0,2,24,0,0,0,0,0,0,1,1,241,178,,,,,,,0,1,1,193,,,0,,,2,1,0,,1,,,,
P.M.-HUARON_per_2018-07,161,,34,19,34,1,32,32,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,9,5,26,18,36,8,1,6,6,1,1,301,199,,,,,,,0,1,0,74,,,0,,,0,0,0,,0,,,,
P.M.-HUARON_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-HUARON_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-HUARON_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-HUARON_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-HUARON_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-HUMAYA_per_2018-01,565,,467,5,467,2,104,104,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,217,,,190,27,97,215,87,2,28,28,1,1,2081,1132,,,,,,,,,,142,,,0,,,,,,,,,,,
P.M.-HUMAYA_per_2018-02,508,,206,4,206,2,96,96,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,263,,,235,28,120,272,82,1,32,32,1,1,1909,868,,,,,,,,,,111,,,0,,,,,,,,,,,
P.M.-HUMAYA_per_2018-03,529,,146,10,146,2,104,104,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,245,,,245,0,102,234,69,1,28,28,1,1,1848,902,,,,,,,,,,158,,,0,,,,,,,,,,,
P.M.-HUMAYA_per_2018-04,523,,90,11,90,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,268,,,258,10,116,274,80,1,32,32,1,1,1914,922,,,,,,,,,,144,,,0,,,,,,,,,,,
