,CONSULTANTES ASEGURADOS,CONSULTANTES DEL SERVICIO,CONSULTANTES NUEVOS,CONSULTAS CAI,CONSULTORIO FUNCIONAL,CONSULTORIOS FISICOS,HORAS MEDICAS EFECTIVAS,HORAS MEDICAS PROGRAMADAS,MEDICOS,TOTAL CONSULTANTES,TOTAL CONSULTAS,CAMAS HOSPITALARIAS,DEFUNCIONES ANTES 48 HORAS,DEFUNCIONES DESPUES 48 HORAS,DIAS CAMA DISPONIBLES,EGRESOS,ESTANCIA,PACIENTES DIA,REINGRESOS,PACIENTE DIA UNIDAD CORONARIA,CIRUGIA MAYOR ALTA COMPLEJIDAD,CIRUGIA MAYOR BAJA COMPLEJIDAD,CIRUGIA MAYOR MEDIANA COMPLEJIDAD,CIRUGIA MENOR ALTO REQUERIMIENTO,CIRUGIA MENOR BAJO REQUERIMIENTO,HORAS PROGRAMADAS INTERVENCION QUIRURGIC,HORAS USO DE SALA,INTERVENCION QUIRURGICA PROGRAMADAS,INTERVENCIONES QUIRURGICAS SUSPENDIDAS,SALAS QUIRURGICAS FUNCIONALES,CESAREAS,NACIDOS VIVOS,NACIMIENTOS,PARTOS CON COMPLICACION,PARTOS SIN COMPLICACION,PACIENTE DIA - PARTOS COMPLICADOS,PACIENTE DIA - PARTOS SIN COMPLICACIËN,N░ SALAS DE PARTOS,ATENCIONES DE EMERGENCIA I,ATENCIONES DE EMERGENCIA II,ATENCIONES DE EMERGENCIA III,ATENCIONES DE EMERGENCIA IV,EGRESO PACIENTE <=24 HORAS,EGRESO PACIENTE > 24 HORAS,CONSULTANTES ODONTOLOGICOS,CONSULTORIOS FISICOS ODONTOLOGIA,CONSULTORIOS FUNCIONALES ODONTOLOGIA,HORAS ODONTOLOGICAS EFECTIVAS,HORAS ODONTOLOGICAS PROGRAMADAS,ODONTOLOGOS,SESIONES ODONTOLOGICAS,TRABAJOS ODONTOLOGICOS,ANALISIS LABORATORIO CE,EXAMENES DE LABORATORIO,EXAMENES RADIOLOGICOS,EXAMENES RADIOLOGICOS CE,PLACAS RADIOLOGICAS,PLACAS RADIOLOGICAS CE,RECETAS DESPACHADAS,RECETAS DESPACHADAS CE,MUESTRAS PROCESADAS X PAP CERVICO VAGINA,PRIMERA CONSULTA EXTERNA M. PREVENTIVA,CRED ADOLESCENTES,MAMOGRAFIAS PREVENTIVAS 50 A 74 (RESULTA,CRED NIÐOS,MENORES 1 AÐO TERCERA DOSIS PENTAVALENTE,ACTIVIDADES EDUCACION GRUPAL TS,ATENCIONES PSICOLOGICAS,CONTROL DE ENFERMERIA,CONTROL DE NUTRICION,CONTROL DE OBSTETRICIA,CONTROL DE TRABAJO SOCIAL,EDUCACION GRUPAL DE ENFERMERIA,EDUCACION GRUPAL DE NUTRICION,EDUCACION GRUPAL DE OBSTETRICIA,PSICOPROFILAXIS DE NUTRICION,PSICOPROFILAXIS DE OBSTETRICIA,PSICOPROFILAXIS ENFERMERIA,VISITAS DOMICILIARIAS,VISITAS DOMICILIARIAS DE NUTRICION,VISITAS DOMICILIARIAS DE OBSTETRICIA,VISITAS DOMICILIARIAS TS,PERSONAL DE ENFERMERIA,PERSONAL DE OBSTETRICIA,PSICOPROFILAXIS DE PSICOLOGIA,VISITAS DOMICILIARIAS DE PSICOLOGIA,PSICOPROFILAXIS TS
POL. GUILLERMO KAELIN DE LA FUENTE _per_2016-02,11376,11678,5058,0,52,30,6315,6253,104,11376,28592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480,6,15,2250,2250,15,5934,34931,37388,37388,1652,1652,0,0,54854,53026,1879,0,0,1461,2498,155,0,1533,10302,1146,2668,105,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
POL. GUILLERMO KAELIN DE LA FUENTE _per_2016-03,8239,8665,3902,0,61,30,8216,8216,109,8239,26452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4061,6,15,2550,2550,17,6783,40269,31398,31398,1625,1625,0,0,53581,51623,1500,0,0,1490,1584,180,0,1253,10695,965,2565,87,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
POL. GUILLERMO KAELIN DE LA FUENTE _per_2016-04,11482,13135,4177,0,60,30,5655,6253,106,11482,28937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3932,6,15,2250,2250,15,7168,42788,33569,33569,1738,1738,0,0,58249,57147,1913,0,0,1511,1641,194,0,1243,11162,1160,2951,98,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
POL. GUILLERMO KAELIN DE LA FUENTE _per_2016-05,9259,10990,3834,0,60,30,6200,6200,107,9259,28436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3414,6,15,2550,2550,17,6836,40430,33784,33784,1763,1763,0,0,59050,57853,1347,5029,0,1377,1612,161,0,1612,12683,1262,2448,118,0,437,0,0,0,0,0,0,0,33,18,0,0,0,0
POL. GUILLERMO KAELIN DE LA FUENTE _per_2016-06,7611,9146,3323,0,60,30,6419,6419,98,7611,26889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3028,6,15,2400,2400,16,6722,39333,31626,31626,2671,2671,0,0,54747,53515,1344,5273,0,1270,1228,168,0,1464,11551,1305,2537,117,0,481,0,0,0,0,0,0,0,31,19,0,0,0,0
POL. GUILLERMO KAELIN DE LA FUENTE _per_2016-07,6747,8223,3189,0,60,31,5881,5881,98,6747,25834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2673,6,15,3150,3150,16,6403,41726,31601,31601,2923,2923,0,0,51859,50646,1602,5043,0,1137,143,138,0,1649,11204,1123,2525,114,0,352,0,0,0,0,0,0,0,29,19,0,0,0,0
POL. GUILLERMO KAELIN DE LA FUENTE _per_2016-08,7609,9218,4541,0,60,30,6415,6415,98,7609,27756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2991,6,20,3300,3300,17,7278,40232,36363,36363,2646,2646,0,0,54326,52882,2274,5403,0,1265,1671,171,0,1397,11009,1188,2898,69,0,408,0,0,0,0,0,0,0,16,19,0,0,0,0
POL. GUILLERMO KAELIN DE LA FUENTE _per_2016-09,6913,8531,4326,0,62,31,6134,6134,91,6913,28488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247,6,15,2700,2700,18,2267,41015,36761,36761,2902,2902,0,0,57099,55757,1724,0,0,894,1335,159,0,1152,11549,816,2834,132,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
POL. GUILLERMO KAELIN DE LA FUENTE _per_2016-10,6036,7627,3228,0,60,30,6204,6204,104,6036,27811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4626,6,20,3150,3150,21,6859,40577,35734,36808,2893,2893,0,0,56032,54746,4370,5213,0,592,1750,178,0,953,11416,852,2680,112,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
POL. GUILLERMO KAELIN DE LA FUENTE _per_2016-11,5596,6193,4302,0,64,32,5004,5004,64,5596,27291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5081,6,20,3750,3750,25,7505,37178,35756,36852,2845,2845,0,0,55326,54025,3862,5198,0,365,1585,147,0,1618,10833,1941,1386,66,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
POL. GUILLERMO KAELIN DE LA FUENTE _per_2016-12,4871,5622,2790,0,62,31,5421,5555,68,4871,30184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2901,6,17,2850,2850,19,3263,38258,35028,36192,2898,2898,0,0,58940,57824,1516,5211,0,1002,1677,160,0,1131,11009,1250,3540,106,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
POL. GUILLERMO KAELIN DE LA FUENTE _per_2016-TOTAL,98320,111699,48558,0,60,30,73517,74187,102,98320,334212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42306,6,15,33450,33450,17,73027,475531,416742,420076,28168,28168,0,0,665847,648869,24739,36370,0,12951,17721,1965,0,16045,134013,14173,31950,1219,0,1678,0,0,0,0,0,0,0,109,228,0,0,0,0
POL. ILAVE _per_2016-01,729,729,42,0,2,1,172,172,2,729,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,7,0,210,1,1,92,110,1,269,725,1304,1599,9,9,12,12,2442,1956,60,483,10,9,100,4,0,226,1352,408,238,0,0,3,4,0,4,0,0,1,0,0,2,1,0,1,0
POL. ILAVE _per_2016-02,547,547,42,0,2,1,201,204,2,547,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,6,0,158,1,1,100,100,1,396,833,1562,1768,6,4,7,5,2064,1626,43,509,45,15,88,4,0,230,1333,304,248,0,0,3,3,0,8,0,5,1,2,0,2,1,0,1,0
POL. ILAVE _per_2016-03,458,458,91,0,2,1,176,178,2,458,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,7,0,134,1,1,100,100,1,372,843,2142,2373,10,10,15,15,2071,1547,55,586,55,0,63,5,0,236,1160,380,234,0,9,3,4,0,8,0,7,0,3,0,2,1,0,1,0
POL. ILAVE _per_2016-04,349,349,51,0,2,1,184,192,2,349,981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,2,0,89,1,1,94,100,1,311,785,1243,1385,17,13,18,14,2037,1612,32,412,31,15,40,6,0,217,1047,311,211,0,0,5,5,0,4,0,0,0,1,0,2,1,0,1,0
POL. ILAVE _per_2016-05,397,397,142,0,2,1,194,202,2,397,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,5,0,83,1,1,96,96,1,300,810,2405,2527,19,19,19,19,2110,1685,43,778,24,11,95,11,0,403,1022,447,372,0,0,3,4,0,4,0,24,3,6,0,3,1,0,1,0
POL. ILAVE _per_2016-06,364,364,161,0,2,1,192,200,2,364,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,73,1,1,86,86,1,264,695,1998,2106,17,17,19,19,2211,1890,0,778,13,0,65,4,0,283,1073,341,107,0,1,3,3,0,0,0,41,2,2,0,3,1,0,3,0
POL. ILAVE _per_2016-07,246,246,46,0,2,1,198,200,2,246,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,85,1,1,70,92,1,216,598,926,1001,3,3,4,4,2008,1689,24,502,25,10,76,4,0,291,1113,256,169,0,13,3,4,0,2,0,41,1,2,0,3,1,0,1,0
POL. ILAVE _per_2016-08,248,248,78,0,2,1,199,201,2,248,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,76,1,1,92,92,1,289,747,1282,1482,0,0,0,0,2241,1821,37,554,9,4,94,7,0,300,919,282,281,0,7,3,1,0,2,0,15,3,2,0,3,1,0,1,0
POL. ILAVE _per_2016-09,213,213,74,0,2,1,190,200,2,213,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,8,0,79,1,1,84,100,1,256,650,1520,1790,0,0,0,0,2146,1804,33,525,6,9,69,4,0,281,917,238,247,0,1,2,1,0,4,0,12,2,4,0,3,1,0,2,0
POL. ILAVE _per_2016-10,250,250,124,0,2,1,198,200,2,250,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,86,1,1,98,100,1,290,790,1841,2256,0,0,0,0,2039,1704,44,606,3,9,54,3,0,302,826,277,363,0,1,4,2,0,1,0,5,1,0,0,3,1,0,1,0
POL. ILAVE _per_2016-11,200,200,86,0,2,1,195,200,2,200,1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,62,1,1,96,100,1,284,696,1665,1894,0,0,0,0,2207,1868,23,532,6,3,78,2,0,311,901,266,310,0,0,2,0,0,5,0,0,0,0,0,3,1,1,0,0
POL. ILAVE _per_2016-12,167,167,73,0,2,1,190,194,2,167,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,87,1,1,96,100,1,288,692,1663,1792,0,0,0,0,1729,1446,21,399,1,3,45,2,0,278,707,268,293,0,0,2,0,0,4,0,0,0,0,0,3,1,0,1,0
POL. ILAVE _per_2016-TOTAL,4168,4168,1010,0,2,1,2289,2343,2,4168,12349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,70,0,58,0,1222,1,1,1104,1176,1,3535,8864,19551,21973,81,75,94,88,25305,20648,415,6664,228,88,867,56,0,3358,12370,3778,3073,0,32,36,31,0,46,0,150,14,22,0,32,12,1,14,0
POL. IPRESS CLINICA UNIVERSITARIA _per_2016-01,8037,9676,843,1130,31,19,2631,2787,41,8037,10581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,2,4,572,594,4,1716,2915,10149,10297,454,444,0,0,8277,7796,694,1123,37,391,804,67,0,392,3097,489,1086,0,0,0,0,0,14,0,57,0,0,0,5,3,0,0,0
POL. IPRESS CLINICA UNIVERSITARIA _per_2016-02,4232,6643,745,1230,31,19,2660,2910,45,4232,10767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,2,4,588,588,4,1821,3069,11170,11309,228,221,0,0,7515,7104,499,1925,62,230,738,58,0,345,2750,463,1018,0,0,0,0,0,9,0,4,0,0,0,5,4,0,0,0
POL. IPRESS CLINICA UNIVERSITARIA _per_2016-03,3294,5825,826,1234,31,19,2683,3020,46,3294,10771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,2,4,575,588,4,1725,3011,10916,11025,569,557,0,0,7825,7445,499,1176,28,91,752,79,0,364,2235,380,730,0,0,0,0,0,0,0,8,0,7,0,5,6,0,0,0
POL. IPRESS CLINICA UNIVERSITARIA _per_2016-04,2886,2981,852,1287,31,19,2964,3139,45,2886,11998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973,2,4,588,588,4,1763,3301,9314,9440,436,433,0,0,10155,8464,746,979,66,256,727,48,0,307,3234,444,852,0,0,0,0,0,8,0,93,0,0,0,5,2,0,0,0
POL. IPRESS CLINICA UNIVERSITARIA _per_2016-05,2341,4986,817,1334,31,19,2956,3126,44,2341,11823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,2,4,500,578,4,1500,3060,11294,11412,642,642,0,0,8526,8088,466,1702,102,264,658,45,0,353,2228,479,841,0,0,0,0,0,8,0,12,0,0,0,6,3,0,0,0
POL. IPRESS CLINICA UNIVERSITARIA _per_2016-06,2035,4372,831,1415,31,19,2514,2788,38,2035,11137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,2,4,475,540,4,1426,3118,8389,8503,876,876,0,0,9309,8855,651,1370,40,331,728,66,0,387,1972,380,1094,0,0,0,0,0,5,0,20,0,0,0,6,4,0,0,0
POL. IPRESS CLINICA UNIVERSITARIA _per_2016-07,1732,4030,769,1347,29,20,2475,2844,39,1732,11012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,2,4,546,546,4,1425,3240,7317,7449,356,356,0,0,8591,8267,710,1250,43,418,732,52,0,258,1996,375,844,0,0,0,0,0,5,0,4,0,0,0,8,5,0,0,0
POL. IPRESS CLINICA UNIVERSITARIA _per_2016-08,1709,4101,821,1595,29,20,2549,2912,44,1709,11123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,2,4,496,534,4,1488,3278,10533,10729,599,599,0,0,8242,8072,350,1569,32,155,738,45,0,300,2170,402,760,0,0,0,0,0,4,0,15,0,0,0,7,4,0,0,0
POL. IPRESS CLINICA UNIVERSITARIA _per_2016-09,1610,4314,809,1784,29,20,2841,3006,41,1610,12358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,2,4,516,564,4,1549,3445,10185,10285,395,387,0,0,11226,9032,542,1696,39,264,732,56,0,331,2185,443,820,0,0,0,0,0,8,0,46,0,0,0,5,3,0,0,0
POL. IPRESS CLINICA UNIVERSITARIA _per_2016-10,1402,3832,790,1663,29,20,2573,2701,43,1402,11192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,2,4,524,552,4,1571,3366,11075,11207,439,429,0,0,10653,8479,611,1375,2,406,827,65,0,359,2049,400,939,0,0,0,0,0,9,0,14,0,0,0,4,3,0,0,0
POL. IPRESS CLINICA UNIVERSITARIA _per_2016-11,1259,3431,704,1472,29,20,2583,2774,43,1259,11416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,2,4,511,558,4,1532,3169,11603,11699,508,508,0,0,9372,8809,533,1940,2,139,752,72,0,379,1943,486,798,0,0,0,0,0,9,0,18,0,0,0,4,3,0,0,0
POL. IPRESS CLINICA UNIVERSITARIA _per_2016-12,1023,3069,636,1396,29,20,2329,2519,44,1023,10729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,2,4,476,546,4,1429,3081,8681,8801,454,454,0,0,9867,7978,564,1012,1,237,780,58,0,326,2011,353,644,0,0,0,0,0,0,0,58,0,7,0,8,5,0,0,0
POL. IPRESS CLINICA UNIVERSITARIA _per_2016-TOTAL,31560,57260,9443,16887,31,21,31758,34526,43,31560,134907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6870,2,4,6367,6776,4,18945,38053,120626,122156,5956,5906,0,0,109558,98389,6865,17117,454,3182,8968,711,0,4101,27870,5094,10426,0,0,0,0,0,79,0,349,0,14,0,68,45,0,0,0
POL. IPRESS HOSP. PRIVADO DEL PERU _per_2016-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POL. IPRESS HOSP. PRIVADO DEL PERU _per_2016-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POL. IPRESS HOSP. PRIVADO DEL PERU _per_2016-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POL. IPRESS HOSP. PRIVADO DEL PERU _per_2016-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POL. IPRESS HOSP. PRIVADO DEL PERU _per_2016-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POL. IPRESS HOSP. PRIVADO DEL PERU _per_2016-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POL. IPRESS HOSP. PRIVADO DEL PERU _per_2016-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POL. IPRESS HOSP. PRIVADO DEL PERU _per_2016-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POL. IPRESS HOSP. PRIVADO DEL PERU _per_2016-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POL. IPRESS HOSP. PRIVADO DEL PERU _per_2016-10,4011,4490,3764,0,22,11,919,1018,22,4011,4490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1,2,167,195,2,500,1038,2086,2086,316,316,900,900,6875,6244,188,0,0,15,73,0,0,188,152,94,579,0,3,0,21,0,1,0,0,0,0,0,7,2,0,0,0
POL. IPRESS HOSP. PRIVADO DEL PERU _per_2016-11,3283,3283,3283,0,25,14,914,1025,23,3283,4575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,1,2,154,189,2,458,976,3610,3610,295,295,885,885,6698,5947,199,0,5,75,109,14,0,237,616,88,660,0,4,0,21,0,1,0,0,0,0,0,7,2,0,0,0
POL. IPRESS HOSP. PRIVADO DEL PERU _per_2016-12,1672,2973,1295,0,26,14,970,1000,23,1672,4871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,1,2,188,188,2,578,1156,5472,5472,258,258,645,645,8182,7306,226,142,4,192,181,11,0,200,637,200,682,0,28,0,14,0,1,0,0,0,0,0,6,2,0,0,0
POL. IPRESS HOSP. PRIVADO DEL PERU _per_2016-TOTAL,8966,10746,8342,0,0,0,2803,3043,0,8966,13936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198,0,0,509,572,0,1536,3170,11168,11168,869,869,2430,2430,21755,19497,613,142,9,282,363,25,0,625,1405,382,1921,0,35,0,56,0,3,0,0,0,0,0,20,6,0,0,0
POL. IPRESS MEDICAL IMAGE _per_2016-01,7304,8253,1172,1011,27,22,2128,2422,38,7304,9118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371,2,4,515,590,4,1544,4850,7814,7814,323,323,0,0,6900,6534,326,1469,2,61,615,26,0,384,1480,397,2023,0,0,0,0,0,29,0,0,0,0,0,5,3,0,0,0
POL. IPRESS MEDICAL IMAGE _per_2016-02,4096,6491,986,1081,27,22,2133,2370,38,4096,9127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,2,4,554,591,3,1661,4643,12462,12462,402,402,0,0,6837,6500,379,1330,7,104,431,17,0,450,1557,428,2266,0,0,0,0,0,54,0,0,0,0,0,4,3,0,0,0
POL. IPRESS MEDICAL IMAGE _per_2016-03,3007,5522,882,1051,27,22,2119,2391,42,3007,9174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969,2,4,540,586,3,1620,4032,13918,13918,419,419,0,0,7165,6828,282,1328,6,118,504,61,0,358,1304,484,2204,0,0,0,0,0,45,0,0,0,0,0,6,3,0,0,0
POL. IPRESS MEDICAL IMAGE _per_2016-04,2234,4867,749,843,26,21,2223,2588,42,2234,9581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,2,4,556,607,3,1667,5686,8155,8155,839,839,0,0,7705,7358,664,1340,9,187,277,52,0,329,1281,361,2651,0,0,0,0,0,31,0,9,0,0,0,8,3,0,0,0
POL. IPRESS MEDICAL IMAGE _per_2016-05,1984,4620,763,962,27,22,2276,2663,46,1984,9754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,2,4,572,616,3,1717,5813,13468,13468,522,522,0,0,7953,7635,512,1518,12,183,280,17,0,398,1666,311,2167,0,0,0,0,0,0,0,5,0,0,0,6,3,0,0,0
POL. IPRESS MEDICAL IMAGE _per_2016-06,1738,4350,788,1098,26,23,2228,2479,44,1738,9614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,2,4,529,580,3,1587,5085,9974,9974,693,693,0,0,7734,7464,398,1352,39,145,847,31,0,532,1743,387,1721,0,0,0,0,0,61,0,0,0,0,0,6,3,0,0,0
