,CONSULTANTES ASEGURADOS,CONSULTANTES DEL SERVICIO,CONSULTANTES NUEVOS,CONSULTAS CAI,CONSULTORIO FUNCIONAL,CONSULTORIOS FISICOS,HORAS MEDICAS EFECTIVAS,HORAS MEDICAS PROGRAMADAS,MEDICOS,TOTAL CONSULTANTES,TOTAL CONSULTAS,CONSULTAS MEDICINA COMPLEMENTARIA,CAMAS HOSPITALARIAS,DEFUNCIONES ANTES 48 HORAS,DEFUNCIONES DESPUES 48 HORAS,DIAS CAMA DISPONIBLES,EGRESOS,ESTANCIA,PACIENTES DIA,REINGRESOS,PACIENTE DIA UNIDAD CORONARIA,CIRUGIA MAYOR ALTA COMPLEJIDAD,CIRUGIA MAYOR BAJA COMPLEJIDAD,CIRUGIA MAYOR MEDIANA COMPLEJIDAD,CIRUGIA MENOR ALTO REQUERIMIENTO,CIRUGIA MENOR BAJO REQUERIMIENTO,HORAS PROGRAMADAS INTERVENCION QUIRURGIC,HORAS USO DE SALA,INTERVENCION QUIRURGICA PROGRAMADAS,INTERVENCIONES QUIRURGICAS SUSPENDIDAS,SALAS QUIRURGICAS FUNCIONALES,CESAREAS,NACIDOS VIVOS,NACIMIENTOS,PARTOS CON COMPLICACION,PARTOS SIN COMPLICACION,N° SALAS DE PARTOS,PACIENTE DIA - PARTOS COMPLICADOS,PACIENTE DIA - PARTOS SIN COMPLICACIÓN,ATENCIONES DE EMERGENCIA I,ATENCIONES DE EMERGENCIA II,ATENCIONES DE EMERGENCIA III,ATENCIONES DE EMERGENCIA IV,EGRESO PACIENTE <=24 HORAS,EGRESO PACIENTE > 24 HORAS,CONSULTANTES ODONTOLOGICOS,CONSULTORIOS FISICOS ODONTOLOGIA,CONSULTORIOS FUNCIONALES ODONTOLOGIA,HORAS ODONTOLOGICAS EFECTIVAS,HORAS ODONTOLOGICAS PROGRAMADAS,ODONTOLOGOS,SESIONES ODONTOLOGICAS,TRABAJOS ODONTOLOGICOS,ANALISIS LABORATORIO CE,EXAMENES DE LABORATORIO,EXAMENES RADIOLOGICOS,EXAMENES RADIOLOGICOS CE,PLACAS RADIOLOGICAS,PLACAS RADIOLOGICAS CE,RECETAS DESPACHADAS,RECETAS DESPACHADAS CE,MENORES 1 AÑO TERCERA DOSIS PENTAVALENTE,MUESTRAS PROCESADAS X PAP CERVICO VAGINA,PRIMERA CONSULTA EXTERNA M. PREVENTIVA,CRED ADOLESCENTES,CRED NIÑOS,MAMOGRAFIAS PREVENTIVAS 50 A 74 (RESULTA,ACTIVIDADES EDUCACION GRUPAL TS,ATENCIONES PSICOLOGICAS,CONTROL DE ENFERMERIA,CONTROL DE NUTRICION,CONTROL DE OBSTETRICIA,CONTROL DE TRABAJO SOCIAL,EDUCACION GRUPAL DE ENFERMERIA,EDUCACION GRUPAL DE NUTRICION,EDUCACION GRUPAL DE OBSTETRICIA,PSICOPROFILAXIS DE NUTRICION,PSICOPROFILAXIS DE OBSTETRICIA,PSICOPROFILAXIS ENFERMERIA,VISITAS DOMICILIARIAS,VISITAS DOMICILIARIAS DE NUTRICION,VISITAS DOMICILIARIAS DE OBSTETRICIA,VISITAS DOMICILIARIAS TS,PERSONAL DE ENFERMERIA,PERSONAL DE OBSTETRICIA,PSICOPROFILAXIS DE PSICOLOGIA,VISITAS DOMICILIARIAS DE PSICOLOGIA,PSICOPROFILAXIS TS
C.M. JUAN AITA VALLE _per_2015-09,280,313,73,0,3,3,347,326,3,280,1737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,0,5,0,127,1,1,131,125,1,392,976,1304,1451,0,0,0,0,3556,3175,18,122,191,9,153,24,6,0,753,296,387,281,6,1,4,1,4,3,16,0,0,13,3,1,0,0,0
C.M. JUAN AITA VALLE _per_2015-10,246,246,74,0,3,3,305,355,2,246,1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,58,0,5,0,117,1,1,112,130,1,381,954,1041,1160,0,0,0,0,3516,3074,9,101,207,5,160,16,8,0,769,280,342,254,7,1,2,2,4,3,13,0,8,14,3,1,0,0,0
C.M. JUAN AITA VALLE _per_2015-11,199,199,72,0,3,3,324,365,2,199,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,58,0,5,0,141,1,1,150,150,1,441,1099,467,550,30,30,58,58,3100,2635,10,65,350,4,170,44,8,0,721,318,420,227,7,2,2,1,4,3,11,0,6,10,3,1,0,0,0
C.M. JUAN AITA VALLE _per_2015-12,158,158,54,0,3,3,211,211,2,158,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,61,0,8,0,9,1,1,6,6,1,18,45,846,1015,0,0,0,0,2367,2074,16,82,260,11,178,49,6,0,782,117,320,213,10,0,5,1,4,3,13,0,6,19,3,1,0,0,0
C.M. JUAN AITA VALLE _per_2015-TOTAL,4718,4751,702,0,3,3,3338,3617,2,4718,16973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,629,0,74,0,1740,1,1,1432,1478,1,4338,10904,12361,13916,358,358,486,486,35227,29653,153,1007,2441,104,1678,289,57,0,8428,3288,4110,2725,91,12,40,12,62,37,129,0,50,148,36,12,0,0,0
C.M. LEONCIO AMAYA TUME _per_2015-01,1195,1195,94,0,4,2,289,289,4,1195,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,53,0,0,0,308,1,2,153,156,2,460,1228,1618,2195,94,87,94,87,2997,2492,8,137,42,25,180,0,0,36,307,264,349,0,11,4,2,0,4,0,3,4,0,0,3,1,0,0,0
C.M. LEONCIO AMAYA TUME _per_2015-02,827,827,96,0,3,2,297,309,3,827,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,50,0,0,0,410,1,2,198,200,2,594,1406,1628,2293,158,147,158,147,2713,2315,8,100,19,28,175,19,0,79,294,234,228,0,0,4,4,0,2,0,8,4,1,0,3,1,0,0,0
C.M. LEONCIO AMAYA TUME _per_2015-03,643,643,110,0,4,2,285,285,4,643,1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2,41,0,0,0,317,1,2,200,204,2,602,1463,1411,1911,135,130,135,130,2817,2287,18,100,28,35,220,17,0,96,337,234,358,0,4,4,2,0,4,0,14,0,0,0,3,1,0,0,0
C.M. LEONCIO AMAYA TUME _per_2015-04,508,508,128,0,4,2,272,272,4,508,1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,75,0,0,0,237,1,2,188,188,2,599,1735,1200,1912,138,127,138,127,3192,2354,12,120,51,50,210,30,0,116,338,265,362,0,4,4,2,0,4,0,16,0,1,0,3,1,0,0,0
C.M. LEONCIO AMAYA TUME _per_2015-05,542,542,151,0,4,2,277,277,4,542,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,13,52,0,0,0,256,1,2,169,172,2,508,1302,1322,2141,106,98,106,98,3129,2515,11,137,93,20,188,15,0,12,527,225,451,0,4,4,2,0,4,0,6,0,1,0,3,1,0,0,0
C.M. LEONCIO AMAYA TUME _per_2015-06,314,314,80,0,4,2,212,212,4,314,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,2,0,6,33,0,0,0,251,1,2,179,184,2,539,1364,905,1785,41,36,41,36,2714,2210,8,101,23,16,250,13,0,0,387,237,419,0,4,4,2,0,4,0,6,0,3,0,3,1,0,0,0
C.M. LEONCIO AMAYA TUME _per_2015-07,436,436,137,0,4,2,275,275,4,436,1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2,31,0,0,0,227,1,2,162,168,2,486,1262,1160,1822,97,94,97,94,3157,2700,12,94,69,14,188,6,0,0,317,149,389,0,4,4,3,0,4,0,6,0,2,0,3,1,0,0,0
C.M. LEONCIO AMAYA TUME _per_2015-08,312,312,144,0,4,2,239,239,4,312,1309,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,13,31,0,0,0,245,1,2,194,194,2,586,1519,1205,2048,194,174,194,174,2624,2033,4,115,53,10,249,16,0,0,448,235,414,0,4,4,4,0,4,0,12,0,2,0,3,1,0,0,0
C.M. LEONCIO AMAYA TUME _per_2015-09,217,217,104,0,4,2,227,227,4,217,1201,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,6,42,0,0,0,110,1,2,136,136,2,413,1007,1341,2346,207,203,207,203,2669,2087,18,110,36,12,180,10,0,0,341,174,393,0,4,6,5,0,4,0,22,0,4,0,3,1,0,0,0
C.M. LEONCIO AMAYA TUME _per_2015-10,245,245,115,0,3,2,204,204,3,245,1025,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,38,0,0,0,165,1,2,146,148,2,438,1210,1462,2402,213,202,213,202,2410,1677,18,90,44,5,225,13,0,0,305,171,336,0,4,5,5,0,4,0,14,0,2,0,3,1,0,0,0
C.M. LEONCIO AMAYA TUME _per_2015-11,278,278,111,0,3,2,224,224,3,278,1146,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,38,0,0,0,167,1,2,145,148,2,435,1101,1569,2591,160,150,160,150,2293,1540,19,80,95,10,184,19,0,0,375,257,381,0,2,8,7,0,4,0,13,0,2,0,3,1,0,0,0
C.M. LEONCIO AMAYA TUME _per_2015-12,217,217,102,0,2,2,180,180,2,217,943,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,35,0,0,0,128,1,2,124,124,2,379,860,1055,1860,124,119,124,119,2236,1525,18,60,77,16,252,24,0,0,350,196,321,0,2,4,10,0,4,0,13,0,2,0,3,1,0,0,0
C.M. LEONCIO AMAYA TUME _per_2015-TOTAL,5734,5734,1372,0,4,2,2981,2993,4,5734,15863,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,0,0,7,0,97,519,0,0,0,2821,1,2,1994,2022,2,6039,15457,15876,25306,1667,1567,1667,1567,32951,25735,154,1244,630,241,2501,182,0,339,4326,2641,4401,0,47,55,48,0,46,0,133,8,20,0,36,12,0,0,0
C.M. LEONCIO PRADO _per_2015-01,783,783,63,0,2,2,188,193,2,783,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,1,2,150,150,1,466,974,836,963,173,173,207,207,2481,2153,3,29,152,19,113,15,0,291,386,0,421,0,0,0,3,0,1,0,0,0,6,0,3,1,0,6,0
C.M. LEONCIO PRADO _per_2015-02,447,447,64,0,2,2,182,185,2,447,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,1,2,154,168,1,478,1054,1061,1175,145,145,181,181,2011,1769,3,71,130,22,98,12,0,334,523,0,387,0,0,0,16,0,1,0,2,0,24,0,3,1,0,14,0
C.M. LEONCIO PRADO _per_2015-03,364,364,53,0,2,2,191,197,2,364,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,1,2,220,222,2,663,1725,1014,1077,123,117,179,173,2254,2020,4,41,151,15,106,12,0,288,504,0,435,0,0,0,6,0,1,0,0,0,12,0,3,1,0,0,0
C.M. LEONCIO PRADO _per_2015-04,290,290,60,0,2,2,186,188,2,290,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,133,1,2,170,170,2,541,789,1564,1638,136,136,182,182,2188,1956,9,39,74,13,114,12,0,276,661,0,364,0,0,0,9,0,1,0,11,0,8,0,3,1,2,4,0
C.M. LEONCIO PRADO _per_2015-05,292,292,88,0,3,2,229,238,3,292,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,1,2,197,199,2,596,1566,1326,1402,40,40,51,51,2623,2392,6,22,152,37,122,4,0,218,648,0,330,0,1,0,5,0,1,0,21,0,6,0,3,1,2,4,0
C.M. LEONCIO PRADO _per_2015-06,239,239,69,0,2,2,209,210,2,239,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1,1,129,130,1,392,606,719,800,59,59,69,69,1795,1600,6,26,211,24,59,2,0,150,630,0,301,0,3,0,5,0,4,0,6,0,6,0,3,1,3,1,0
C.M. LEONCIO PRADO _per_2015-07,186,186,59,0,3,2,251,259,3,186,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1,1,115,120,1,359,486,719,800,0,0,0,0,2205,2027,6,31,245,31,185,7,0,156,522,0,288,0,3,0,5,0,2,0,11,0,2,0,3,1,2,4,0
C.M. LEONCIO PRADO _per_2015-08,211,211,73,0,3,2,278,279,3,211,1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,1,1,150,150,1,467,1273,1227,1361,90,90,90,90,2681,2398,4,41,130,18,125,24,0,240,692,0,416,0,5,0,4,0,4,0,21,0,6,0,3,1,5,10,0
C.M. LEONCIO PRADO _per_2015-09,188,188,92,0,3,3,330,333,3,188,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1,1,120,131,1,364,532,873,904,122,122,184,184,3301,3090,5,20,70,10,79,16,0,210,670,0,270,0,20,0,5,0,1,0,11,0,6,0,3,1,0,12,0
C.M. LEONCIO PRADO _per_2015-10,123,123,61,0,2,2,196,196,2,123,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1,1,139,141,1,424,1032,758,858,128,128,186,186,2560,2326,5,48,35,14,125,19,0,172,507,0,392,0,0,0,5,0,4,0,12,0,8,0,3,1,0,13,0
C.M. LEONCIO PRADO _per_2015-11,153,153,67,0,2,2,256,256,2,153,1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1,1,126,126,1,390,586,855,916,101,101,128,128,2902,2672,3,58,106,30,116,8,0,167,601,0,391,0,1,0,4,0,5,0,6,0,13,0,3,1,0,9,0
C.M. LEONCIO PRADO _per_2015-12,135,135,66,0,2,2,263,263,2,135,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,1,78,78,1,237,345,817,857,93,93,117,117,2647,2429,4,75,127,12,98,109,0,180,599,0,332,0,4,0,2,0,4,0,17,0,6,0,3,1,0,6,0
C.M. LEONCIO PRADO _per_2015-TOTAL,3411,3411,815,0,2,2,2759,2797,2,3411,14489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1566,1,1,1748,1785,1,5377,10968,11769,12751,1210,1204,1574,1568,29648,26832,58,501,1583,245,1340,240,0,2682,6943,0,4327,0,37,0,69,0,29,0,118,0,103,0,36,12,14,83,0
C.M. LIRCAY _per_2015-01,1384,1384,56,0,6,3,397,400,3,1384,2096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,11,1,0,22,0,3,60,0,0,0,899,2,4,300,300,2,1058,2363,823,1443,0,0,0,0,5366,4751,14,110,392,17,319,18,0,361,2238,474,813,0,0,0,2,0,0,0,9,0,8,0,4,2,0,1,0
C.M. LIRCAY _per_2015-02,778,778,77,0,8,4,415,415,4,778,2252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,14,1,0,28,1,2,47,2,0,0,825,2,4,300,300,2,1373,2519,1051,1545,0,0,0,0,5009,4303,16,107,140,24,279,24,0,307,2230,474,803,0,0,0,4,0,0,0,1,0,15,0,3,2,0,0,0
C.M. LIRCAY _per_2015-03,472,903,48,0,6,3,264,264,3,472,2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,1,0,20,0,1,61,0,0,0,599,2,4,300,300,2,1139,2441,1024,1498,0,0,0,0,5963,5289,20,102,247,45,332,18,0,434,2293,548,749,0,0,4,2,0,0,0,0,10,4,0,3,2,0,0,0
C.M. LIRCAY _per_2015-04,523,763,56,0,6,3,273,273,3,523,2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,15,1,0,30,0,5,66,0,0,0,427,2,4,295,295,2,1102,2517,867,1524,0,0,0,0,5810,5112,15,98,161,28,294,23,0,434,2127,548,1165,0,2,4,2,0,0,0,1,10,14,0,3,2,0,0,0
C.M. LIRCAY _per_2015-05,461,666,57,0,8,4,413,413,4,463,2141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,12,1,0,24,2,5,48,0,0,0,273,2,4,300,300,2,672,1703,959,1376,0,0,0,0,5922,5194,8,111,104,11,210,20,0,223,2111,237,906,0,3,2,2,0,10,0,0,5,17,0,4,2,0,0,0
C.M. LIRCAY _per_2015-06,494,708,218,0,8,4,463,463,4,494,2514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,11,1,0,22,1,5,50,0,0,0,423,2,4,300,300,2,707,1685,1220,2019,0,0,0,0,6619,5817,15,107,110,31,371,16,0,471,2559,327,917,0,4,2,2,0,5,0,5,5,18,0,4,2,0,0,0
C.M. LIRCAY _per_2015-07,389,562,196,0,6,3,386,386,3,389,2302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,11,1,0,22,1,1,58,1,0,0,259,2,4,300,300,2,604,1504,1129,1623,0,0,0,0,6398,5735,10,93,96,4,232,10,0,456,2511,434,920,0,6,1,2,0,0,0,0,0,20,0,4,2,0,3,0
C.M. LIRCAY _per_2015-08,357,357,87,0,8,4,358,358,4,357,2456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,1,0,20,3,8,29,15,0,0,262,2,4,300,300,2,748,2091,730,1336,0,0,0,0,6277,5532,16,77,225,18,348,19,0,469,2149,527,1043,0,3,3,4,0,0,0,0,0,6,0,4,2,0,3,0
C.M. LIRCAY _per_2015-09,401,582,231,0,7,4,466,466,4,401,3101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,24,1,0,48,1,7,71,5,0,0,610,2,4,300,300,2,1412,3550,801,1495,0,0,0,0,6141,5386,15,100,139,21,305,17,0,469,2403,515,1457,0,3,1,4,0,0,0,1,3,22,0,4,2,0,3,0
C.M. LIRCAY _per_2015-10,572,572,259,0,6,3,400,400,3,572,2817,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,19,1,0,38,0,1,67,2,0,0,614,2,4,300,300,2,1148,3975,1024,1484,0,0,0,0,5866,5113,13,86,176,80,261,22,0,469,2297,524,1130,0,3,1,2,0,0,0,0,3,5,0,5,2,0,3,0
C.M. LIRCAY _per_2015-11,257,257,111,0,4,2,300,300,2,257,2946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,14,1,0,28,0,5,72,4,0,0,1080,2,4,300,300,2,1924,3648,1285,1973,0,0,0,0,5908,5060,13,101,1110,83,297,26,0,469,2297,596,1430,0,3,3,2,0,0,0,0,0,15,0,5,2,0,3,0
C.M. LIRCAY _per_2015-12,142,289,45,0,8,4,399,399,5,142,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,13,1,0,26,1,9,50,1,0,0,391,2,4,300,300,2,1145,2667,1149,1805,0,0,0,0,3851,3240,11,60,23,10,354,24,0,333,1949,488,1162,0,2,3,2,0,0,0,2,0,5,0,5,2,0,1,0
C.M. LIRCAY _per_2015-TOTAL,6230,7821,1441,0,8,4,4534,4537,4,6232,29028,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,165,0,164,1,0,328,10,52,679,30,0,0,6662,2,4,3595,3595,2,13032,30663,12062,19121,0,0,0,0,69130,60532,166,1152,2923,372,3602,237,0,4895,27164,5692,12495,0,29,24,30,0,15,0,19,36,149,0,48,24,0,17,0
C.M. MACHU PICCHU _per_2015-01,254,258,20,0,1,1,56,56,1,258,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,43,1,1,16,16,1,48,157,0,0,0,0,0,0,732,514,6,16,25,10,63,0,0,0,113,0,104,0,1,0,1,0,4,0,5,0,4,0,1,1,0,0,0
C.M. MACHU PICCHU _per_2015-02,157,163,18,0,1,1,47,47,1,163,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,582,447,6,24,26,7,46,1,0,0,91,0,81,0,1,0,1,0,3,0,3,0,2,0,1,1,0,0,0
C.M. MACHU PICCHU _per_2015-03,104,109,17,0,1,1,50,50,1,109,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,34,1,1,16,16,1,34,121,0,0,0,0,0,0,583,429,5,9,24,5,44,0,0,0,89,0,55,0,2,0,2,0,2,0,2,0,4,0,1,1,0,0,0
C.M. MACHU PICCHU _per_2015-04,94,94,8,0,1,1,50,50,1,94,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,461,0,10,12,5,29,3,0,0,72,0,60,0,1,0,1,0,3,0,5,0,3,0,1,1,0,0,0
C.M. MACHU PICCHU _per_2015-05,79,84,18,0,1,1,45,45,1,84,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,381,4,5,9,3,42,0,0,0,63,0,44,0,0,0,1,0,4,0,3,0,4,0,0,1,0,0,0
C.M. MACHU PICCHU _per_2015-06,49,53,12,0,1,1,35,35,1,53,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,310,0,9,13,0,0,0,0,0,0,0,59,0,0,0,1,0,2,0,0,0,6,0,0,1,0,0,0
C.M. MACHU PICCHU _per_2015-07,53,58,20,0,2,2,49,49,1,58,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,480,0,9,25,0,15,0,0,0,46,0,54,0,0,0,2,0,2,0,5,0,4,0,1,1,0,0,0
C.M. MACHU PICCHU _per_2015-08,50,53,23,0,1,1,52,52,1,53,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908,576,2,16,22,9,39,1,0,0,75,0,62,0,2,0,0,0,3,5,5,0,2,0,2,1,0,0,0
C.M. MACHU PICCHU _per_2015-09,53,59,34,0,1,1,63,63,1,59,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,580,3,5,28,3,40,0,0,0,102,0,62,0,1,0,0,0,3,0,3,0,3,0,1,1,0,0,0
C.M. MACHU PICCHU _per_2015-10,52,52,12,0,1,1,58,58,1,52,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795,570,4,14,28,5,47,0,0,0,152,0,128,0,1,0,1,0,3,0,2,0,3,0,1,1,0,0,0
C.M. MACHU PICCHU _per_2015-11,55,58,28,0,1,1,55,55,1,58,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,584,2,5,18,1,50,3,0,0,91,0,80,0,1,0,0,0,3,0,2,0,2,0,1,1,0,0,0
C.M. MACHU PICCHU _per_2015-12,41,43,16,0,1,1,56,56,1,43,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,32,1,1,9,9,1,43,133,0,0,0,0,0,0,861,612,1,22,23,3,36,2,0,0,85,0,83,0,1,0,1,0,4,0,1,0,3,0,1,1,0,0,0
C.M. MACHU PICCHU _per_2015-TOTAL,1041,1084,226,0,2,2,616,616,1,1084,3123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,109,2,2,41,41,2,125,411,0,0,0,0,0,0,8438,5944,33,144,253,51,451,10,0,0,979,0,872,0,11,0,11,0,36,5,36,0,40,0,11,12,0,0,0
C.M. MALA _per_2015-01,1685,1685,83,0,4,2,418,430,6,1685,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,713,0,103,0,299,1,1,145,177,1,436,1386,739,935,93,71,182,148,7950,5087,18,108,53,8,286,29,0,0,346,301,596,0,3,0,0,0,0,0,7,0,0,0,5,1,0,0,0
C.M. MALA _per_2015-02,1356,1356,126,0,4,2,434,438,6,1356,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,658,0,115,0,245,1,1,140,184,2,397,1139,740,904,136,112,254,214,7956,4832,17,192,84,16,275,29,0,0,218,199,716,0,0,0,7,0,6,0,0,0,0,0,5,1,0,0,0
C.M. MALA _per_2015-03,963,963,102,0,4,2,404,428,6,963,2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,704,0,145,0,234,1,2,160,174,2,485,1380,690,1031,140,113,224,188,8167,4970,16,156,301,16,259,33,0,0,391,219,628,0,0,0,6,0,6,0,23,0,0,0,5,1,0,0,0
