,CONSULTANTES ASEGURADOS,CONSULTANTES DEL SERVICIO,CONSULTANTES NUEVOS,CONSULTAS CAI,CONSULTORIO FUNCIONAL,CONSULTORIOS FISICOS,HORAS MEDICAS EFECTIVAS,HORAS MEDICAS PROGRAMADAS,MEDICOS,TOTAL CONSULTANTES,TOTAL CONSULTAS,CONSULTAS MEDICINA COMPLEMENTARIA,CAMAS HOSPITALARIAS,DEFUNCIONES ANTES 48 HORAS,DEFUNCIONES DESPUES 48 HORAS,DIAS CAMA DISPONIBLES,EGRESOS,ESTANCIA,PACIENTES DIA,REINGRESOS,PACIENTE DIA UNIDAD CORONARIA,CIRUGIA MAYOR ALTA COMPLEJIDAD,CIRUGIA MAYOR BAJA COMPLEJIDAD,CIRUGIA MAYOR MEDIANA COMPLEJIDAD,CIRUGIA MENOR ALTO REQUERIMIENTO,CIRUGIA MENOR BAJO REQUERIMIENTO,HORAS PROGRAMADAS INTERVENCION QUIRURGIC,HORAS USO DE SALA,INTERVENCION QUIRURGICA PROGRAMADAS,INTERVENCIONES QUIRURGICAS SUSPENDIDAS,SALAS QUIRURGICAS FUNCIONALES,CESAREAS,NACIDOS VIVOS,NACIMIENTOS,PARTOS CON COMPLICACION,PARTOS SIN COMPLICACION,N° SALAS DE PARTOS,PACIENTE DIA - PARTOS COMPLICADOS,PACIENTE DIA - PARTOS SIN COMPLICACIÓN,ATENCIONES DE EMERGENCIA I,ATENCIONES DE EMERGENCIA II,ATENCIONES DE EMERGENCIA III,ATENCIONES DE EMERGENCIA IV,EGRESO PACIENTE <=24 HORAS,EGRESO PACIENTE > 24 HORAS,CONSULTANTES ODONTOLOGICOS,CONSULTORIOS FISICOS ODONTOLOGIA,CONSULTORIOS FUNCIONALES ODONTOLOGIA,HORAS ODONTOLOGICAS EFECTIVAS,HORAS ODONTOLOGICAS PROGRAMADAS,ODONTOLOGOS,SESIONES ODONTOLOGICAS,TRABAJOS ODONTOLOGICOS,ANALISIS LABORATORIO CE,EXAMENES DE LABORATORIO,EXAMENES RADIOLOGICOS,EXAMENES RADIOLOGICOS CE,PLACAS RADIOLOGICAS,PLACAS RADIOLOGICAS CE,RECETAS DESPACHADAS,RECETAS DESPACHADAS CE,MENORES 1 AÑO TERCERA DOSIS PENTAVALENTE,MUESTRAS PROCESADAS X PAP CERVICO VAGINA,PRIMERA CONSULTA EXTERNA M. PREVENTIVA,CRED ADOLESCENTES,CRED NIÑOS,MAMOGRAFIAS PREVENTIVAS 50 A 74 (RESULTA,ACTIVIDADES EDUCACION GRUPAL TS,ATENCIONES PSICOLOGICAS,CONTROL DE ENFERMERIA,CONTROL DE NUTRICION,CONTROL DE OBSTETRICIA,CONTROL DE TRABAJO SOCIAL,EDUCACION GRUPAL DE ENFERMERIA,EDUCACION GRUPAL DE NUTRICION,EDUCACION GRUPAL DE OBSTETRICIA,PSICOPROFILAXIS DE NUTRICION,PSICOPROFILAXIS DE OBSTETRICIA,PSICOPROFILAXIS ENFERMERIA,VISITAS DOMICILIARIAS,VISITAS DOMICILIARIAS DE NUTRICION,VISITAS DOMICILIARIAS DE OBSTETRICIA,VISITAS DOMICILIARIAS TS,PERSONAL DE ENFERMERIA,PERSONAL DE OBSTETRICIA,PSICOPROFILAXIS DE PSICOLOGIA,VISITAS DOMICILIARIAS DE PSICOLOGIA,PSICOPROFILAXIS TS
H.I CARLOS ALCANTARA BUTERFIELD _per_2015-11,4928,11268,4581,1317,46,20,4002,4324,94,4928,19104,303,47,0,0,1410,423,1261,1254,0,0,0,175,139,92,0,509,454,323,11,3,22,74,74,22,52,1,74,95,70,1461,4444,25,449,17,828,3,8,866,950,10,2497,6153,29528,39850,2275,1183,476,476,80505,54531,80,868,3688,63,1111,357,34,399,2235,324,2964,340,39,2,12,0,38,0,0,0,0,11,72,21,16,0,0
H.I CARLOS ALCANTARA BUTERFIELD _per_2015-12,3528,9009,2635,1284,46,20,3326,3682,89,3528,16648,381,46,4,3,1426,401,1177,1170,7,0,0,155,111,114,0,468,382,301,11,3,27,81,82,27,55,1,92,83,47,1081,4671,9,341,19,603,3,8,736,856,10,1902,4646,29209,39410,2713,1629,1466,1466,77132,51648,76,1066,2764,6,986,29,32,293,2365,586,2232,303,27,4,12,0,24,0,0,0,0,14,72,21,16,0,0
H.I CARLOS ALCANTARA BUTERFIELD _per_2015-TOTAL,73965,123351,24249,19069,46,20,45590,49991,94,73965,225130,3482,47,7,36,17464,4963,15469,15095,57,0,0,2054,1519,1307,0,5281,4490,4004,194,3,346,1043,1045,347,697,1,1290,1243,698,12990,54498,120,4490,321,11180,3,8,9255,10766,10,25546,71160,411024,536702,30535,18616,23201,23132,933453,632831,972,12238,38262,158,12193,3580,237,4048,27256,5393,32863,4185,410,55,173,0,490,0,9,0,0,124,865,250,282,0,0
H.I CHEPEN _per_2015-01,3372,3827,109,0,6,5,867,903,7,3372,4335,0,13,4,3,403,125,368,363,0,0,0,25,10,75,0,190,188,111,1,0,0,5,5,0,5,1,0,5,0,105,1194,0,204,0,707,2,2,319,319,2,957,2300,8451,9670,623,494,714,568,15101,7767,25,107,867,8,284,69,0,0,1612,360,922,0,15,4,7,0,24,0,9,0,24,0,19,3,0,0,0
H.I CHEPEN _per_2015-02,1687,2581,117,0,6,5,805,813,7,1687,4025,0,14,2,2,392,123,351,343,0,0,0,40,3,58,0,170,168,101,0,1,0,5,5,0,5,1,0,5,0,125,1022,0,196,0,286,2,2,191,203,2,571,1528,8095,9137,517,391,591,455,13365,7219,13,238,623,13,306,78,2,209,1569,300,691,23,21,4,0,0,0,0,8,0,6,1,19,3,0,0,0
H.I CHEPEN _per_2015-03,1243,2110,121,0,6,5,788,800,11,1243,3937,0,13,2,2,403,116,338,315,0,0,0,23,7,84,0,162,158,117,3,1,0,6,6,0,6,1,0,6,0,125,1253,0,209,0,363,2,2,265,334,2,794,1962,7095,8195,591,474,849,683,14344,7039,11,143,322,7,292,27,6,50,1486,242,886,52,24,4,0,0,0,0,8,0,36,0,19,3,0,0,0
H.I CHEPEN _per_2015-04,924,1836,90,0,6,5,784,796,11,924,3923,0,12,1,3,360,122,331,303,0,0,0,36,10,54,0,162,158,102,2,1,0,5,5,0,5,1,0,5,0,187,1143,0,219,0,224,2,2,146,146,2,440,1282,7699,8766,557,426,696,549,14877,7187,8,130,784,11,271,41,18,246,1499,336,883,176,25,4,17,0,18,0,8,0,42,6,19,3,0,0,0
H.I CHEPEN _per_2015-05,903,1826,134,0,6,5,863,910,13,903,4319,0,11,1,0,341,110,305,298,0,0,0,24,11,41,0,150,149,76,0,1,1,9,9,1,8,1,3,8,0,145,1501,0,182,0,220,2,2,146,150,2,439,1411,7623,9020,561,465,490,409,12160,7274,13,350,863,19,241,32,16,330,1570,325,979,187,19,4,15,0,18,0,2,0,36,6,18,3,0,0,0
H.I CHEPEN _per_2015-06,653,1453,108,0,6,5,774,841,13,653,3868,0,10,0,1,300,79,208,230,0,0,0,26,20,44,0,96,96,91,1,1,0,2,2,0,2,1,0,2,0,141,1409,0,153,0,276,2,2,189,209,2,566,1462,7528,8654,535,422,362,297,13881,7068,12,168,773,11,271,33,11,348,1693,347,1032,194,26,4,16,0,16,0,29,0,30,6,18,3,0,0,0
H.I CHEPEN _per_2015-07,557,1437,90,0,6,5,838,927,10,557,4196,0,10,1,2,296,93,242,255,0,0,0,26,5,58,0,118,116,89,0,1,1,4,4,1,3,1,3,3,0,101,1230,0,174,0,246,2,2,208,208,2,624,1655,9823,11433,562,440,440,348,14399,7554,26,186,838,42,313,50,13,310,1803,341,1004,209,22,4,8,0,18,0,0,0,36,6,18,3,0,0,0
H.I CHEPEN _per_2015-08,534,1364,98,0,6,5,824,830,13,534,4117,0,10,0,1,310,95,274,275,0,0,0,24,10,54,0,130,127,88,0,1,0,10,10,0,10,1,0,10,0,116,1190,0,127,0,280,2,2,214,214,2,642,1875,7914,9383,246,130,650,533,14845,8632,15,183,823,19,255,82,12,362,1683,83,1221,208,28,4,21,0,8,0,0,0,30,10,18,3,0,0,0
H.I CHEPEN _per_2015-09,506,1318,121,0,6,5,765,849,14,506,3826,0,12,2,0,360,80,249,285,0,0,0,25,6,62,0,150,149,93,0,1,0,3,3,0,3,1,0,3,0,87,1000,0,90,0,215,2,2,162,167,2,489,1306,7689,8659,569,461,757,625,13843,8154,18,247,678,15,268,49,1,370,1526,335,1221,9,11,4,20,0,12,0,15,0,30,0,18,3,0,0,0
H.I CHEPEN _per_2015-10,496,1488,129,0,6,5,877,894,14,496,4387,0,10,1,1,310,77,226,245,0,0,0,28,4,60,0,143,140,93,1,1,0,1,1,0,1,1,0,1,0,126,1304,0,111,0,221,2,2,224,241,2,672,1975,11208,12631,577,433,649,509,15201,9483,17,228,877,21,259,26,12,505,1505,375,1213,213,12,4,24,0,10,0,15,0,12,6,18,3,0,0,0
H.I CHEPEN _per_2015-11,389,1243,107,0,6,5,836,920,14,389,4195,0,11,0,0,315,79,279,272,0,0,0,40,16,48,0,180,170,109,5,1,0,3,3,0,3,1,0,3,0,77,1298,0,78,0,132,2,2,103,105,1,310,930,10340,11254,616,502,652,538,13674,7858,18,126,836,26,260,82,12,390,1519,338,985,208,17,4,21,0,10,0,22,0,30,12,18,3,0,0,0
H.I CHEPEN _per_2015-12,343,1074,95,0,6,5,777,907,14,343,3886,0,10,2,4,306,110,311,276,0,0,0,41,14,72,0,190,185,129,2,1,0,8,8,0,8,1,0,8,0,88,1298,0,90,0,221,2,2,226,226,2,678,1967,9025,10235,529,437,536,491,13248,6485,52,178,772,15,267,53,11,292,1575,360,898,177,13,4,21,0,14,0,17,0,36,11,18,3,0,0,0
H.I CHEPEN _per_2015-TOTAL,11607,21557,1319,0,6,5,9798,10390,13,11607,49014,0,11,16,19,4096,1209,3482,3460,0,0,0,358,116,710,0,1841,1804,1199,15,1,2,61,61,2,59,1,6,59,0,1423,14842,0,1833,0,3391,2,2,2393,2522,2,7182,19653,102490,117037,6483,5075,7386,6005,168938,91720,228,2284,9056,207,3287,622,114,3412,19040,3742,11935,1656,233,48,170,0,148,0,133,0,348,64,220,36,0,0,0
H.I CLINICA UNIVERSITARIA UNA _per_2015-01,629,683,54,0,3,2,138,147,3,629,840,0,0,0,0,0,0,0,0,0,0,0,4,0,6,2,18,17,11,0,1,0,0,0,0,0,0,0,0,0,0,6,0,9,0,287,1,2,160,160,2,492,1401,1801,1874,0,0,0,0,1525,1331,3,29,69,27,91,6,0,35,762,57,167,0,2,1,7,0,1,0,0,0,5,0,4,1,0,0,0
H.I CLINICA UNIVERSITARIA UNA _per_2015-02,595,686,46,0,3,2,276,306,4,595,1177,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,107,1,1,100,100,1,317,798,818,919,0,0,0,0,2124,1965,8,42,195,35,89,6,0,71,954,320,276,0,7,6,9,0,1,0,12,3,2,0,4,1,0,0,0
H.I CLINICA UNIVERSITARIA UNA _per_2015-03,505,609,83,0,3,2,264,292,4,505,1199,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,10,9,9,0,1,0,0,0,0,0,0,0,0,0,1,12,0,7,0,175,1,2,168,168,2,544,1473,2012,2264,16,16,25,25,2920,2155,7,76,202,38,93,18,0,22,1086,301,407,0,8,5,16,0,1,0,9,5,3,0,4,1,0,0,0
H.I CLINICA UNIVERSITARIA UNA _per_2015-04,425,497,59,0,3,2,303,325,4,425,1264,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,14,13,10,0,1,0,0,0,0,0,0,0,0,0,17,17,0,4,0,176,1,2,156,176,2,505,1366,1756,1933,41,41,57,57,2892,2264,7,61,147,52,70,8,0,21,1075,302,346,0,12,66,15,0,1,0,9,2,3,0,4,1,0,0,0
H.I CLINICA UNIVERSITARIA UNA _per_2015-05,326,414,74,0,2,2,209,238,3,326,1123,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,10,9,0,0,1,0,0,0,0,0,0,0,0,0,2,7,0,4,0,128,1,2,188,188,2,579,1636,1509,1725,11,11,12,12,2751,1775,6,82,151,25,83,11,0,29,1206,307,378,0,16,5,18,0,1,0,6,2,3,0,4,1,0,0,0
H.I CLINICA UNIVERSITARIA UNA _per_2015-06,331,484,67,0,4,2,155,156,3,331,1130,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,10,9,6,0,1,0,0,0,0,0,0,0,0,0,7,7,0,0,0,211,1,2,188,188,2,681,1789,3031,3065,25,25,27,27,2740,1978,4,105,171,20,63,27,0,60,1094,349,451,0,6,8,28,0,1,0,0,2,3,0,4,1,0,0,0
H.I CLINICA UNIVERSITARIA UNA _per_2015-07,250,286,50,0,2,2,185,189,2,250,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,143,1,2,162,162,2,540,1464,1394,1577,40,39,55,54,2323,1898,6,56,220,36,84,28,0,73,1189,320,320,0,7,5,16,0,1,0,6,2,10,0,4,1,0,0,0
H.I CLINICA UNIVERSITARIA UNA _per_2015-08,237,384,52,0,4,2,210,212,5,237,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,159,1,2,244,244,2,760,2121,1150,1217,49,49,64,64,2575,2091,7,32,219,27,71,17,0,11,920,301,164,0,4,3,9,0,1,0,0,0,4,0,4,1,0,0,0
H.I CLINICA UNIVERSITARIA UNA _per_2015-09,270,432,91,0,4,2,229,245,6,270,1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,134,1,2,234,250,2,729,2028,1367,1566,35,33,55,51,3058,2329,8,50,301,28,86,15,0,20,1261,354,492,0,10,5,21,0,1,0,3,4,29,0,4,1,0,0,0
H.I CLINICA UNIVERSITARIA UNA _per_2015-10,265,404,95,0,4,2,207,225,4,265,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,145,1,2,240,240,2,777,2164,2077,2227,53,52,73,72,2562,2125,10,80,357,27,91,33,0,40,1372,328,301,0,0,6,12,0,1,0,3,1,10,0,4,1,0,0,0
H.I CLINICA UNIVERSITARIA UNA _per_2015-11,133,259,36,0,3,2,200,238,4,133,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,92,1,2,222,250,2,679,1782,1004,1074,24,23,31,30,2199,1850,13,49,244,25,84,10,0,12,877,312,382,0,8,3,12,0,1,0,0,0,12,0,4,1,0,0,0
H.I CLINICA UNIVERSITARIA UNA _per_2015-12,155,248,59,0,3,2,200,218,4,155,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,2,0,81,1,2,216,250,2,667,1836,1183,1242,17,17,17,17,2429,1974,27,56,202,38,73,26,0,12,1053,280,347,0,7,5,10,0,1,0,2,4,10,0,4,1,0,0,0
H.I CLINICA UNIVERSITARIA UNA _per_2015-TOTAL,4121,5386,766,0,3,3,2576,2791,5,4121,13644,0,0,0,0,0,0,0,0,0,0,0,31,0,21,2,66,61,42,0,0,0,0,0,0,0,0,0,0,0,43,114,0,45,0,1838,1,2,2278,2376,2,7270,19858,19102,20683,311,306,416,409,30098,23735,106,718,2478,378,978,205,0,406,12849,3531,4031,0,87,118,173,0,12,0,50,25,94,0,48,12,0,0,0
H.I CONO SUR _per_2015-01,4258,4838,121,673,15,8,1119,1223,15,4258,5743,140,3,0,0,93,34,86,83,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,14,1,0,28,0,185,3169,172,10,0,446,2,3,184,188,3,647,1839,5346,8215,929,615,1201,828,23543,9578,52,229,57,12,966,27,0,12,1353,15,549,0,30,0,28,0,16,0,51,0,0,0,22,6,0,0,0
H.I CONO SUR _per_2015-02,3375,4280,235,878,15,8,1275,1278,15,3375,6638,0,3,0,0,93,39,87,85,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,13,1,0,26,0,159,2717,150,9,0,587,2,3,320,334,3,1082,2780,5832,9325,886,602,1153,802,22570,9868,37,619,64,27,941,31,0,232,1424,258,1295,0,27,5,69,7,16,0,79,0,0,0,22,6,2,2,0
H.I CONO SUR _per_2015-03,2590,3634,328,857,15,8,1409,1460,15,2590,7105,184,3,0,0,93,40,86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,11,1,0,22,0,184,3248,165,15,1,532,2,3,330,334,3,1083,2874,4821,7728,820,560,1118,782,25802,11639,56,282,78,36,964,72,0,256,1428,247,1051,0,26,1,69,8,16,0,72,0,0,0,22,6,2,1,0
H.I CONO SUR _per_2015-04,1812,2734,262,605,16,8,1370,1421,15,1812,6859,177,4,0,0,120,37,113,108,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,13,1,0,26,0,196,3522,192,14,0,407,2,3,284,292,3,911,2341,4794,7698,847,632,1186,886,26334,11918,52,377,51,27,933,146,0,205,1592,203,974,0,30,3,66,0,14,0,29,0,0,0,22,6,2,1,0
H.I CONO SUR _per_2015-05,1295,2186,212,1266,16,8,1077,1302,15,1295,6270,177,4,0,0,124,54,122,114,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,22,1,0,44,0,176,3131,172,8,0,384,2,3,254,274,3,827,2102,4643,8237,874,606,1126,799,25730,10657,60,591,126,15,898,151,0,208,1715,211,842,0,32,2,53,9,14,0,38,0,0,0,22,6,2,0,0
H.I CONO SUR _per_2015-06,1193,2016,241,1072,16,8,1225,1254,15,1193,6142,217,3,0,0,90,29,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,9,1,0,18,0,67,2892,365,16,0,349,2,3,260,260,3,808,1990,5672,7839,613,349,829,485,24825,11028,75,343,34,5,893,142,0,424,2390,229,766,0,35,4,12,15,14,0,90,0,0,0,21,6,2,9,0
H.I CONO SUR _per_2015-07,1006,1809,233,1050,16,8,1179,1225,15,1006,6009,198,4,0,0,124,43,106,106,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,13,1,0,26,0,106,2663,474,11,0,266,2,3,188,188,3,578,1371,4657,7243,821,609,1137,854,23687,10100,75,388,39,24,902,137,0,393,2397,266,987,0,16,6,64,6,15,0,35,0,0,0,22,6,2,1,0
H.I CONO SUR _per_2015-08,1027,1673,290,1149,16,8,1185,1189,15,1027,6116,193,4,0,0,124,49,121,114,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,15,1,0,30,0,174,2690,147,17,0,374,2,3,282,282,3,897,2043,3758,7597,812,366,1071,681,22560,9381,77,388,53,13,1017,97,0,293,2657,232,857,0,23,1,53,10,12,0,36,0,0,0,22,6,3,10,0
H.I CONO SUR _per_2015-09,1025,1825,289,1316,16,8,1409,1412,15,1025,7068,169,6,0,0,180,59,175,166,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,1,0,14,0,324,2573,151,8,0,373,2,3,326,330,3,1024,2557,5628,8477,934,570,1250,792,25258,11751,56,382,54,11,987,149,0,414,1423,281,897,0,19,3,53,7,10,0,18,0,0,0,21,6,3,0,0
H.I CONO SUR _per_2015-10,1804,1804,304,1263,16,8,1381,1402,15,1804,7128,194,5,0,0,155,50,142,140,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,12,1,0,24,0,400,2607,151,8,0,311,2,3,264,264,3,851,1949,4692,8388,890,560,1196,780,25359,11570,91,459,49,12,980,132,0,331,1632,255,902,0,23,1,57,3,10,0,5,0,0,0,21,6,4,7,0
H.I CONO SUR _per_2015-11,937,1804,332,1118,16,8,1518,1549,15,937,7660,145,4,0,0,120,46,110,108,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,1,0,14,0,386,2670,149,5,0,248,2,3,264,274,3,821,2147,5303,8022,847,495,1065,626,26335,12141,111,312,105,5,952,182,0,150,4090,305,902,0,24,4,50,6,16,0,52,0,0,0,21,6,3,0,0
H.I CONO SUR _per_2015-12,722,1244,278,1025,16,8,1175,1185,15,722,5921,170,5,0,0,155,51,137,136,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,1,0,16,0,140,2780,151,13,0,275,2,3,214,228,3,720,1860,5874,7988,827,547,1082,724,23911,9750,75,152,39,11,926,40,0,147,5712,210,675,0,18,2,38,5,3,0,38,0,0,0,21,6,3,1,0
H.I CONO SUR _per_2015-TOTAL,21044,29847,3125,12272,16,8,15322,15900,15,21044,78659,1964,4,0,0,1471,531,1364,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,144,144,0,144,1,0,288,0,2497,34662,2439,134,1,4552,2,3,3170,3248,3,10249,25853,61020,96757,10100,6511,13414,9039,295914,129381,817,4522,749,198,11359,1306,0,3065,27813,2712,10697,0,303,32,612,76,156,0,543,0,0,0,259,72,28,32,0
H.I EDMUNDO ESCOMEL _per_2015-01,9871,11132,347,1970,31,22,2351,2493,54,9871,12798,0,48,1,1,1488,546,1319,1342,5,0,0,292,95,31,13,564,520,351,7,2,69,198,198,69,129,1,191,191,12,1249,5183,0,417,70,1641,5,8,728,740,8,2444,7394,24302,30775,1973,1339,2942,1983,66455,28125,66,204,358,0,634,218,10,306,2273,99,634,214,36,1,31,0,24,0,8,0,0,10,64,19,4,0,0
H.I EDMUNDO ESCOMEL _per_2015-02,6543,9092,586,1804,31,22,2508,2568,53,6543,13207,0,48,1,0,1344,464,1174,1208,7,0,0,295,55,32,12,522,467,314,14,2,63,166,166,63,103,1,201,146,5,970,4376,0,339,57,1078,5,9,723,732,9,2288,5937,23654,29068,1984,1401,2995,2124,62837,27589,62,359,515,0,668,171,6,278,1859,128,797,153,62,3,36,0,14,0,27,0,0,1,64,19,4,0,0
H.I EDMUNDO ESCOMEL _per_2015-03,4948,8487,639,2034,33,22,2726,2769,62,4948,14137,0,48,1,1,1488,559,1240,1349,6,0,0,264,111,36,7,570,503,337,13,2,68,204,204,68,136,1,199,217,14,1427,6082,0,443,81,872,5,8,724,800,8,2203,5979,21913,28793,2088,1473,3127,2210,75606,32800,62,264,482,0,573,213,8,165,2333,132,855,165,43,2,31,0,16,0,15,0,2,5,64,19,2,0,0
H.I EDMUNDO ESCOMEL _per_2015-04,3459,7544,684,1847,38,22,2991,3111,63,3459,15843,0,48,0,0,1440,545,1262,1308,14,0,0,248,145,32,9,540,520,365,14,2,61,197,197,61,136,1,167,224,8,1363,6136,0,448,74,767,5,8,688,688,8,2146,5747,21978,28615,2050,1372,2907,1954,77417,35735,70,362,594,0,781,243,9,282,2229,146,1016,225,31,2,37,0,14,0,25,0,12,4,64,19,8,0,0
H.I EDMUNDO ESCOMEL _per_2015-05,3311,6687,645,1873,40,22,2975,3030,66,3311,15425,0,48,0,0,1488,528,1205,1249,9,0,0,199,145,31,10,534,484,310,14,2,47,173,173,47,126,1,127,200,9,1402,5798,0,416,76,682,5,8,644,708,8,2034,5204,13710,19390,2271,1614,3019,2168,76268,36589,67,323,578,0,850,130,8,138,2154,82,561,180,30,1,31,0,14,0,21,0,6,4,63,19,4,0,0
H.I EDMUNDO ESCOMEL _per_2015-06,3415,6751,733,1933,41,22,3373,3410,69,3415,17564,0,48,1,2,1440,481,1135,1158,10,0,0,197,134,29,12,558,463,282,13,2,44,149,149,44,105,1,116,159,11,1309,6362,0,390,70,703,5,9,692,720,9,2129,5650,22395,29163,2296,1575,3171,2170,81995,40197,60,555,593,0,852,256,8,217,2335,132,1060,173,24,3,30,0,16,0,28,0,4,4,63,19,4,0,0
H.I EDMUNDO ESCOMEL _per_2015-07,2253,5228,619,2011,36,22,2845,2887,65,2253,15087,0,48,0,0,1488,465,1128,1183,6,0,0,278,63,21,13,528,433,294,15,2,52,158,158,52,106,1,140,173,12,1225,7441,0,374,73,591,5,8,630,668,8,1829,4553,27011,32901,2146,1467,3037,2081,79853,36053,98,398,558,0,926,207,7,243,2426,118,1014,166,19,0,31,0,16,0,16,0,2,9,63,19,4,0,0
H.I EDMUNDO ESCOMEL _per_2015-08,2145,4734,639,1844,36,22,2765,2809,64,2145,14294,0,48,0,1,1488,484,1240,1264,15,0,0,222,96,8,17,522,474,274,13,2,45,151,151,45,106,1,139,170,7,1193,6397,0,469,86,542,5,7,600,600,7,1762,4402,19959,27118,1871,1249,2406,1608,73441,33803,90,1373,491,0,917,200,12,221,2542,88,614,155,9,0,30,0,16,0,23,0,2,5,63,19,4,0,0
H.I EDMUNDO ESCOMEL _per_2015-09,2406,5590,749,1880,41,22,3329,3404,70,2406,17355,0,48,0,1,1440,517,1179,1224,13,0,0,241,121,26,8,570,500,348,16,2,53,157,158,53,105,1,154,161,5,1133,6038,0,391,75,587,5,7,640,652,7,1882,4705,22889,29918,2288,1567,3198,2191,77220,38799,93,600,581,0,1010,284,8,221,2525,134,718,186,2,4,30,0,12,0,8,0,1,8,63,19,2,0,0
H.I EDMUNDO ESCOMEL _per_2015-10,2034,4886,707,1818,39,22,3014,3069,67,2034,15886,0,48,0,0,1488,525,1212,1256,10,0,1,246,105,24,10,510,460,342,16,2,48,161,161,48,113,1,138,172,7,993,6538,0,454,54,547,5,8,656,676,8,1938,4835,23182,30177,2348,1675,3264,2378,77298,36661,104,600,541,0,967,203,7,272,2576,142,554,186,17,9,31,0,16,0,12,0,3,5,63,19,2,0,0
H.I EDMUNDO ESCOMEL _per_2015-11,2222,5202,852,1745,38,22,3108,3257,67,2222,16221,0,48,0,1,1440,526,1266,1301,11,0,0,236,116,24,8,516,466,317,15,2,51,174,174,51,123,1,142,205,7,1029,6155,0,406,71,599,5,9,812,816,9,2284,5683,21177,27540,2152,1479,3176,2184,75715,36414,106,364,625,0,974,331,6,200,2650,154,996,128,5,2,34,0,16,0,29,0,3,6,63,19,4,0,0
H.I EDMUNDO ESCOMEL _per_2015-12,1678,4128,670,1729,40,22,2872,3027,64,1678,14966,0,46,1,0,1426,467,1102,1144,9,0,0,204,100,18,15,540,460,291,9,2,48,144,144,48,96,1,155,129,7,1005,5964,0,450,60,521,5,9,712,748,9,2026,5065,20616,27763,2126,1443,2967,2020,69759,33485,86,370,520,0,908,288,12,242,2542,146,932,110,10,1,31,0,16,0,25,0,2,11,63,19,4,0,0
H.I EDMUNDO ESCOMEL _per_2015-TOTAL,44285,79461,7870,22488,39,22,34857,35834,65,44285,182783,0,49,5,7,17458,6107,14462,14986,115,0,1,2922,1286,312,134,6474,5750,3825,159,2,649,2032,2033,649,1384,1,1869,2147,104,14298,72470,0,4997,847,9130,5,8,8249,8548,8,24965,65154,262786,341221,25593,17654,36209,25071,893864,416250,964,5772,6436,0,10060,2744,101,2785,28444,1501,9751,2041,288,28,383,0,190,0,237,0,37,72,760,228,46,0,0
H.I EL BUEN SAMARITANO _per_2015-01,1972,2279,84,0,9,5,517,559,9,1972,2583,0,13,1,0,403,75,262,282,0,0,0,35,2,3,14,20,35,46,0,1,11,23,23,11,12,1,35,18,0,126,410,87,35,0,240,1,1,95,109,1,284,710,2072,2404,240,204,361,306,8309,4706,17,120,64,31,420,20,0,172,861,253,697,0,10,10,20,0,7,0,72,20,36,0,18,2,9,20,0
H.I EL BUEN SAMARITANO _per_2015-02,1157,1668,96,0,9,5,505,629,9,1157,2529,0,13,0,0,364,66,250,255,0,0,0,16,4,7,12,25,32,34,0,1,7,10,10,7,3,1,24,5,0,98,386,94,33,0,278,1,2,128,150,2,416,1040,1664,1968,307,264,460,396,8788,4814,16,154,179,18,363,18,0,255,947,291,580,0,19,10,20,0,8,0,42,20,36,0,18,2,6,20,0
