,CONSULTANTES ASEGURADOS,CONSULTANTES DEL SERVICIO,CONSULTANTES NUEVOS,CONSULTAS CAI,CONSULTORIO FUNCIONAL,CONSULTORIOS FISICOS,HORAS MEDICAS EFECTIVAS,HORAS MEDICAS PROGRAMADAS,MEDICOS,TOTAL CONSULTANTES,TOTAL CONSULTAS,CAMAS HOSPITALARIAS,DEFUNCIONES ANTES 48 HORAS,DEFUNCIONES DESPUES 48 HORAS,DIAS CAMA DISPONIBLES,EGRESOS,ESTANCIA,PACIENTES DIA,REINGRESOS,PACIENTE DIA UNIDAD CORONARIA,CIRUGIA MAYOR ALTA COMPLEJIDAD,CIRUGIA MAYOR BAJA COMPLEJIDAD,CIRUGIA MAYOR MEDIANA COMPLEJIDAD,CIRUGIA MENOR ALTO REQUERIMIENTO,CIRUGIA MENOR BAJO REQUERIMIENTO,HORAS PROGRAMADAS INTERVENCION QUIRURGIC,HORAS USO DE SALA,INTERVENCION QUIRURGICA PROGRAMADAS,INTERVENCIONES QUIRURGICAS SUSPENDIDAS,SALAS QUIRURGICAS FUNCIONALES,CESAREAS,NACIDOS VIVOS,NACIMIENTOS,PARTOS CON COMPLICACION,PARTOS SIN COMPLICACION,N° SALAS DE PARTOS,PACIENTE DIA - PARTOS COMPLICADOS,PACIENTE DIA - PARTOS SIN COMPLICACIÓN,ATENCIONES DE EMERGENCIA I,ATENCIONES DE EMERGENCIA II,ATENCIONES DE EMERGENCIA III,ATENCIONES DE EMERGENCIA IV,PACIENTE DIA <=24 HORAS,PACIENTE DIA > 24 HORAS,CONSULTANTES ODONTOLOGICOS,CONSULTORIOS FISICOS ODONTOLOGIA,CONSULTORIOS FUNCIONALES ODONTOLOGIA,HORAS ODONTOLOGICAS EFECTIVAS,HORAS ODONTOLOGICAS PROGRAMADAS,ODONTOLOGOS,SESIONES ODONTOLOGICAS,TRABAJOS ODONTOLOGICOS,ANALISIS LABORATORIO CE,EXAMENES DE LABORATORIO,EXAMENES RADIOLOGICOS,EXAMENES RADIOLOGICOS CE,PLACAS RADIOLOGICAS,PLACAS RADIOLOGICAS CE,RECETAS DESPACHADAS,RECETAS DESPACHADAS CE,MENORES 1 AÑO TERCERA DOSIS PENTAVALENTE,MAMOGRAFIAS PREVENTIVAS 40 A 65 (RESULTA,MUESTRAS PROCESADAS X PAP CERVICO VAGINA,PRIMERA CONSULTA EXTERNA M. PREVENTIVA,CRED ADOLESCENTES,CRED NIÑOS,ACTIVIDADES EDUCACION GRUPAL TS,ATENCIONES PSICOLOGICAS,CONTROL DE ENFERMERIA,CONTROL DE NUTRICION,CONTROL DE OBSTETRICIA,CONTROL DE TRABAJO SOCIAL,EDUCACION GRUPAL DE ENFERMERIA,EDUCACION GRUPAL DE NUTRICION,EDUCACION GRUPAL DE OBSTETRICIA,PSICOPROFILAXIS DE NUTRICION,PSICOPROFILAXIS DE OBSTETRICIA,PSICOPROFILAXIS ENFERMERIA,VISITAS DOMICILIARIAS,VISITAS DOMICILIARIAS DE NUTRICION,VISITAS DOMICILIARIAS DE OBSTETRICIA,VISITAS DOMICILIARIAS TS,PERSONAL DE ENFERMERIA,PERSONAL DE OBSTETRICIA,PSICOPROFILAXIS DE PSICOLOGIA,VISITAS DOMICILIARIAS DE PSICOLOGIA,PSICOPROFILAXIS TS
C.M. ANCIJE _per_2014-08,358,1881,51,0,24,12,1113,1192,19,358,5566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,186,2,3,279,292,3,854,2135,4069,5751,466,455,558,547,19627,11163,0,32,0,73,0,0,0,155,1669,153,0,323,7,2,0,0,0,0,0,0,0,0,7,0,8,0,0
C.M. ANCIJE _per_2014-09,314,1904,47,0,24,12,1160,1185,19,314,5809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,104,2,2,175,181,2,527,1318,4954,6160,535,518,633,600,20457,11620,0,40,39,53,0,0,0,145,1843,307,0,345,6,2,0,0,0,0,0,0,0,0,7,0,7,0,0
C.M. ANCIJE _per_2014-10,267,1754,52,0,26,12,1163,1230,20,267,5818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,91,2,2,174,180,2,531,1331,5219,5900,477,470,643,636,19082,11972,0,6,47,66,0,0,0,126,1615,190,0,303,7,0,0,0,0,0,0,0,0,0,7,0,8,0,0
C.M. ANCIJE _per_2014-11,231,1430,49,0,23,12,1020,1102,18,232,5104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,76,2,2,163,173,2,525,1313,5642,6646,514,484,667,623,18557,10526,0,60,48,29,0,0,0,128,1773,210,0,253,6,0,0,0,0,0,0,0,0,0,7,0,7,0,0
C.M. ANCIJE _per_2014-12,163,1042,25,0,22,12,898,964,17,163,4490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,43,2,3,154,162,3,467,1170,4386,5796,308,301,424,415,16505,9024,0,19,7,6,0,0,0,105,1490,233,0,242,5,2,0,0,0,0,0,0,0,0,7,0,8,0,0
C.M. ANCIJE _per_2014-TOTAL,11485,28320,671,0,25,12,12801,14151,18,11489,64035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2564,0,0,0,2517,2,3,2646,2771,3,8059,20156,56085,77375,6303,6180,7240,7083,220437,125430,0,384,467,607,0,0,13,1614,19376,2995,0,3469,74,26,0,0,0,0,91,0,0,70,84,0,63,0,0
C.M. APLAO _per_2014-01,392,392,54,0,2,2,97,104,2,392,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,69,0,0,0,131,1,1,67,69,1,200,559,10,10,131,90,230,171,1927,860,4,2,10,9,4,32,0,0,194,0,76,0,3,0,4,0,3,0,0,0,25,0,1,1,0,0,0
C.M. APLAO _per_2014-02,235,235,43,0,2,2,125,192,2,235,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,53,0,0,0,84,1,1,58,63,1,200,508,23,29,146,119,248,203,1736,774,5,0,0,123,2,55,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
C.M. APLAO _per_2014-03,178,178,26,0,2,2,122,200,2,178,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,63,0,0,0,54,1,1,61,100,1,182,467,0,0,144,117,294,257,1924,1139,1,7,48,75,0,25,0,0,187,0,85,0,4,0,4,0,6,0,0,0,28,0,1,1,0,0,0
C.M. APLAO _per_2014-04,156,156,21,0,1,1,98,100,1,156,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,48,0,0,0,62,1,1,52,52,1,155,365,20,20,142,109,236,186,1829,723,4,3,39,102,3,27,0,0,170,0,97,0,4,0,2,0,5,0,0,0,26,0,1,1,0,0,0
C.M. APLAO _per_2014-05,151,151,19,0,1,1,79,104,1,151,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,32,0,4,0,51,1,1,57,60,1,153,323,16,19,74,50,135,99,1951,1874,4,9,53,0,1,35,0,0,127,0,156,0,8,0,4,0,6,0,1,0,17,0,2,1,0,0,0
C.M. APLAO _per_2014-06,48,48,26,0,1,1,100,100,1,48,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,40,0,0,0,60,1,1,66,84,1,173,443,31,33,108,66,188,111,2200,823,1,5,44,47,1,26,0,0,114,0,74,0,9,0,6,0,8,0,3,0,34,0,2,1,0,0,0
C.M. APLAO _per_2014-07,75,75,22,0,1,1,112,112,1,75,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,85,0,0,0,56,1,1,57,57,1,172,443,79,139,130,81,229,143,2507,913,0,0,22,50,0,22,0,0,170,0,67,0,0,0,5,0,3,0,0,0,36,0,2,1,0,0,0
C.M. APLAO _per_2014-08,70,70,22,0,2,2,115,144,1,70,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,81,0,6,0,50,1,1,52,60,1,155,406,31,33,179,138,292,218,2200,823,0,4,34,0,0,21,0,0,114,0,95,0,4,0,5,0,2,0,0,0,33,0,2,1,0,0,0
C.M. APLAO _per_2014-09,67,67,28,0,2,2,125,200,2,67,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,93,0,12,0,56,1,1,49,51,1,148,374,166,220,139,99,192,146,2796,1106,4,9,24,47,0,0,0,0,80,0,79,0,0,0,4,0,3,0,0,0,18,0,1,1,0,0,0
C.M. APLAO _per_2014-10,97,97,25,0,2,2,132,200,2,97,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,98,0,3,0,75,1,1,70,70,1,210,642,57,67,158,115,218,157,2909,917,7,7,20,35,0,32,0,0,193,0,103,0,0,0,3,0,3,0,0,0,28,0,2,1,0,0,0
C.M. APLAO _per_2014-11,41,41,20,0,2,2,133,200,2,41,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,108,0,0,0,32,1,1,55,60,1,165,405,56,66,0,0,0,0,2270,847,11,0,24,19,0,20,0,0,193,0,141,0,0,0,3,0,1,0,0,0,28,0,1,0,0,0,0
C.M. APLAO _per_2014-12,37,37,22,0,2,2,158,200,2,37,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,124,0,0,0,0,0,0,0,0,0,0,0,391,685,189,162,261,211,4344,827,7,34,45,5,0,17,0,0,145,0,61,0,0,0,0,0,4,0,0,0,21,0,1,0,0,0,0
C.M. APLAO _per_2014-TOTAL,1547,1547,328,0,2,2,1396,1856,2,1547,6059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,120,894,0,25,0,711,1,1,644,726,1,1913,4935,880,1321,1540,1146,2523,1902,28593,11626,48,80,363,512,11,312,0,0,1877,0,1034,0,32,0,40,0,44,0,4,0,294,0,17,10,0,0,0
C.M. ASCOPE _per_2014-01,806,806,17,0,3,2,191,214,6,806,955,20,0,0,620,33,536,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,182,28,0,0,163,1,1,87,92,1,289,816,650,1730,0,0,0,0,4709,1941,0,15,18,44,6,33,0,45,176,102,186,0,6,2,6,0,3,0,30,9,46,0,8,1,0,0,0
C.M. ASCOPE _per_2014-02,500,506,28,0,3,2,184,192,6,506,869,20,0,0,560,30,266,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,153,27,0,0,143,1,1,97,100,1,355,929,595,1555,0,0,0,0,4620,1802,2,3,40,33,6,38,0,46,205,136,189,0,6,4,7,0,4,0,10,21,32,0,8,1,0,0,0
C.M. ASCOPE _per_2014-03,348,353,31,0,3,2,203,206,6,353,936,20,0,0,620,22,547,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,144,39,0,0,106,1,1,99,100,1,317,853,598,1526,0,0,0,0,5173,1920,2,3,0,38,3,36,0,34,224,174,204,0,8,4,7,0,4,0,8,11,25,0,8,1,0,0,0
C.M. ASCOPE _per_2014-04,196,197,21,0,3,2,183,192,6,197,857,20,0,0,600,18,470,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,137,47,0,0,196,1,1,90,100,1,285,755,687,1444,0,0,0,0,4636,1880,2,6,17,28,26,26,0,22,220,138,212,0,10,4,7,0,3,0,8,21,34,0,8,1,0,0,0
C.M. ASCOPE _per_2014-05,181,184,32,0,3,2,199,206,6,184,870,20,0,0,620,27,518,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,99,40,0,0,67,1,1,86,88,1,260,685,735,1714,0,0,0,0,4559,1851,3,4,22,44,20,34,0,35,236,93,124,0,7,4,8,0,0,0,0,20,50,0,8,1,0,0,0
C.M. ASCOPE _per_2014-06,124,125,13,0,3,2,189,193,6,125,863,20,0,0,600,28,445,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,114,45,0,0,61,1,1,88,88,1,291,742,403,987,0,0,0,0,4605,1938,3,13,12,11,14,30,0,36,191,116,154,0,3,4,3,0,2,0,14,15,47,0,8,1,0,0,0
C.M. ASCOPE _per_2014-07,129,130,22,0,3,2,184,189,6,130,870,20,0,0,620,19,376,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,137,50,0,0,44,1,1,69,84,1,225,606,738,1586,0,0,0,0,4448,1911,1,14,27,17,11,46,0,20,158,96,142,0,2,3,6,0,2,0,10,5,61,0,8,1,0,0,0
C.M. ASCOPE _per_2014-08,118,121,22,0,3,2,190,197,6,121,947,20,0,0,620,21,386,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,160,41,0,0,23,1,1,40,44,1,121,328,853,1656,0,0,0,0,4490,2024,0,3,0,18,5,39,0,22,233,130,156,0,1,4,7,0,1,0,5,16,41,0,8,1,0,0,0
C.M. ASCOPE _per_2014-09,108,111,26,0,3,2,204,206,6,111,962,20,0,0,600,23,411,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,144,50,0,0,55,1,1,79,88,1,262,689,764,1620,0,0,0,0,5108,2051,2,0,52,21,13,32,0,28,213,119,172,0,11,3,7,0,5,0,0,15,32,0,13,1,0,0,0
C.M. ASCOPE _per_2014-10,74,76,25,0,3,2,206,206,6,76,944,20,0,0,623,23,578,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,168,39,0,0,71,1,1,80,88,1,285,745,762,1761,0,0,0,0,4904,2023,1,9,26,9,12,60,0,10,220,96,157,0,10,4,6,0,2,0,0,21,41,0,13,1,0,0,0
C.M. ASCOPE _per_2014-11,83,83,25,0,3,2,194,196,6,83,952,20,1,0,600,26,484,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,122,59,0,0,84,1,1,81,84,1,328,806,565,1794,0,0,0,0,4560,1946,3,16,0,29,4,31,0,38,173,98,156,0,6,3,6,0,1,0,0,16,37,0,11,1,0,0,0
C.M. ASCOPE _per_2014-12,83,86,29,0,3,2,184,196,6,86,849,20,0,0,620,25,644,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,162,33,0,0,55,1,1,67,68,1,211,503,320,944,0,0,0,0,4463,1836,0,9,33,7,0,0,0,29,81,71,137,0,0,4,4,0,1,0,0,0,38,0,8,1,0,0,0
C.M. ASCOPE _per_2014-TOTAL,2750,2778,291,0,3,2,2311,2393,6,2778,10874,20,1,0,7303,295,5661,5635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,1722,498,0,0,1068,1,1,963,1024,1,3229,8457,7670,18317,0,0,0,0,56275,23123,19,95,247,299,120,405,0,365,2330,1369,1989,0,70,43,74,0,28,0,85,170,484,0,109,12,0,0,0
C.M. AYAVIRI _per_2014-01,1093,1093,44,0,4,2,249,249,3,1093,1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,6,0,328,1,2,160,170,2,482,1226,1880,1898,0,0,0,0,2852,2337,5,0,43,283,41,101,0,504,1200,440,211,0,3,4,5,0,3,4,22,2,9,0,4,1,1,2,0
C.M. AYAVIRI _per_2014-02,614,614,55,0,4,2,240,240,3,614,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,7,6,0,326,1,2,200,210,2,604,1550,2388,2399,0,0,0,0,2995,2370,5,0,56,358,80,120,0,507,1189,454,239,0,4,7,5,0,6,4,22,1,2,0,3,1,3,2,0
C.M. AYAVIRI _per_2014-03,433,433,33,0,4,2,230,250,3,433,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,7,0,231,1,2,168,175,2,507,1292,1868,1878,0,0,0,0,1820,1538,5,0,30,148,52,96,0,444,1060,429,172,0,4,3,4,0,3,4,9,1,6,0,3,1,4,3,0
C.M. AYAVIRI _per_2014-04,434,434,59,0,4,2,265,284,3,434,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,8,4,0,260,1,2,173,184,2,524,1350,1614,1635,0,0,0,0,3421,2846,8,0,24,226,46,136,0,427,1149,406,185,0,8,7,4,0,2,4,4,4,2,0,3,1,2,2,0
C.M. AYAVIRI _per_2014-05,519,519,69,0,4,2,208,208,2,519,1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,5,5,0,317,1,2,190,192,2,570,1430,1386,1402,0,0,0,0,2171,1917,4,0,30,343,84,180,0,503,1358,450,189,0,9,8,3,0,2,4,1,2,4,0,3,1,3,2,0
C.M. AYAVIRI _per_2014-06,277,277,53,0,4,2,248,284,3,277,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,162,1,2,118,125,2,359,899,1862,1886,0,0,0,0,3021,2773,5,0,40,305,50,154,0,301,1349,420,182,0,5,4,1,0,2,4,4,2,2,0,3,1,0,0,0
C.M. AYAVIRI _per_2014-07,287,287,77,0,4,2,272,300,3,287,1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,188,1,2,157,160,2,471,1186,1763,1795,0,0,0,0,3259,2982,6,0,26,355,39,152,0,287,1449,410,177,0,3,4,2,0,2,4,4,2,4,0,4,1,3,2,0
C.M. AYAVIRI _per_2014-08,257,257,70,0,4,1,274,274,3,257,1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,182,1,2,168,170,2,504,1285,1697,1745,0,0,0,0,2989,2664,10,0,46,312,40,147,0,460,1349,373,207,0,4,6,3,0,6,4,4,2,7,0,4,1,0,2,0
C.M. AYAVIRI _per_2014-09,276,276,70,0,4,2,300,300,3,276,1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,208,1,2,167,170,2,503,1343,1778,1802,0,0,0,0,3644,3332,6,0,68,293,47,164,0,485,1473,251,183,0,1,5,4,0,4,4,4,0,4,0,4,1,3,4,0
C.M. AYAVIRI _per_2014-10,179,179,52,0,4,2,220,220,3,179,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,117,1,2,163,170,2,489,1231,1545,1573,0,0,0,0,2692,2388,9,0,46,231,53,147,0,438,1062,437,218,0,3,6,4,0,6,4,3,2,8,0,4,1,3,3,0
C.M. AYAVIRI _per_2014-11,164,164,60,0,4,2,300,300,3,164,1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,146,1,2,163,170,2,490,1236,1607,1639,0,0,0,0,3624,3114,8,0,165,233,35,167,0,461,1264,456,332,0,1,6,4,0,3,4,3,0,2,0,4,1,3,3,0
C.M. AYAVIRI _per_2014-12,101,101,42,0,4,2,240,240,3,101,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,48,1,2,76,80,2,230,586,1062,1092,0,0,0,0,2303,2056,9,0,98,186,27,147,0,240,800,445,220,0,4,7,4,0,6,4,4,2,2,0,4,1,2,1,0
C.M. AYAVIRI _per_2014-TOTAL,4634,4634,684,0,4,2,3046,3149,3,4634,17149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,35,40,59,0,2513,1,2,1903,1976,2,5733,14614,20450,20744,0,0,0,0,34791,30317,80,0,672,3273,594,1711,0,5057,14702,4971,2515,0,49,67,43,0,45,48,84,20,52,0,43,12,27,26,0
C.M. CAJABAMBA _per_2014-01,543,543,35,0,1,1,120,120,1,543,753,2,0,0,62,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,6,13,4,5,0,265,1,1,115,120,1,401,1027,1532,1737,0,0,0,0,1403,980,7,14,64,224,56,207,0,278,544,306,356,0,2,3,10,0,2,0,37,8,14,0,3,2,0,2,0
C.M. CAJABAMBA _per_2014-02,173,173,26,0,1,1,192,192,2,173,950,2,0,0,56,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,8,20,0,4,0,224,1,1,120,120,1,412,1052,1620,1697,0,0,0,0,1756,1375,5,17,25,273,48,177,0,338,496,373,365,0,1,3,7,0,2,0,24,15,6,0,3,2,0,10,0
C.M. CAJABAMBA _per_2014-03,154,155,35,0,1,1,196,200,2,155,986,2,0,0,62,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,5,16,2,5,0,174,1,1,125,125,1,388,982,1567,1677,0,0,0,0,1739,1289,8,17,36,269,52,181,0,259,506,297,468,0,6,3,9,0,6,0,29,15,8,0,3,2,0,10,0
C.M. CAJABAMBA _per_2014-04,429,429,102,0,1,1,200,200,2,429,1121,2,0,0,60,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,8,14,1,5,0,145,1,1,105,115,1,303,774,1589,1685,0,0,0,0,2005,1344,3,5,41,273,18,124,0,247,359,284,363,0,1,15,10,0,8,0,31,7,9,0,3,2,0,7,0
C.M. CAJABAMBA _per_2014-05,263,263,78,0,1,1,192,196,2,263,920,2,0,0,62,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,9,22,2,7,0,194,1,1,115,120,1,372,946,1303,1444,0,0,0,0,1885,1430,7,0,15,205,35,167,0,322,540,302,465,0,3,2,12,0,6,0,29,12,10,0,3,2,0,14,0
C.M. CAJABAMBA _per_2014-06,149,149,80,0,1,1,196,200,2,149,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,0,5,0,85,1,1,60,60,1,192,491,1105,1198,0,0,0,0,2115,1700,0,1,38,0,53,200,0,322,557,325,530,0,3,6,8,0,3,0,27,13,15,0,2,2,2,10,0
C.M. CAJABAMBA _per_2014-07,217,217,67,0,1,1,192,192,2,217,1035,2,0,0,62,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,2,0,5,16,0,8,0,170,1,1,115,115,1,389,990,1362,1438,16,15,30,28,1938,1490,9,1,65,207,48,224,0,327,628,325,558,0,1,8,13,0,5,0,34,6,6,0,2,2,1,11,0
C.M. CAJABAMBA _per_2014-08,166,167,54,0,1,1,190,198,1,167,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,1,10,0,109,1,1,120,120,1,362,927,1247,1391,44,30,89,59,2088,1502,7,8,59,96,58,212,0,252,573,289,536,0,4,6,10,1,8,0,34,7,10,0,2,2,2,8,0
C.M. CAJABAMBA _per_2014-09,177,177,53,0,1,1,184,192,2,177,1044,1,0,0,30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,7,23,0,11,0,142,1,1,114,124,1,346,887,1104,1242,39,32,75,62,2092,1579,10,4,52,62,56,190,0,341,500,302,482,0,7,6,9,0,6,1,25,6,13,0,3,2,1,9,0
C.M. CAJABAMBA _per_2014-10,139,139,59,0,1,1,180,180,2,139,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0,5,0,108,1,1,120,120,1,379,968,1130,1456,31,24,62,48,2188,1475,8,3,60,50,47,196,0,273,506,284,471,0,2,7,12,0,6,0,25,11,12,0,3,2,1,10,0
C.M. CAJABAMBA _per_2014-11,134,135,45,0,1,1,197,197,2,135,1033,1,0,0,30,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,2,0,5,28,1,10,0,50,1,1,55,55,1,176,449,1416,1561,52,51,104,102,1968,1557,3,9,49,86,26,185,0,268,434,259,445,0,2,11,17,0,8,0,24,7,10,0,3,2,1,10,0
C.M. CAJABAMBA _per_2014-12,94,94,42,0,1,1,160,172,2,94,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,1,7,0,58,1,1,105,115,1,319,813,843,953,0,0,0,0,1745,1308,6,1,44,46,22,167,0,204,340,181,392,0,2,5,16,1,6,1,31,8,6,0,3,2,1,10,0
C.M. CAJABAMBA _per_2014-TOTAL,2638,2641,676,0,1,1,2199,2239,2,2641,11582,3,0,0,424,10,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,1,0,10,0,77,236,12,82,0,1724,1,1,1269,1309,1,4039,10306,15818,17479,182,152,360,299,22922,17029,73,80,548,1791,519,2230,0,3431,5983,3527,5431,0,34,75,133,2,66,2,350,115,119,0,33,24,9,111,0
C.M. CALCA _per_2014-01,787,787,49,0,2,1,188,196,2,787,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44,9,4,0,147,1,1,48,52,1,166,367,1345,1423,298,298,298,298,1958,1509,3,5,37,196,13,83,0,51,341,0,208,0,6,0,1,0,4,0,4,0,20,0,2,1,0,2,0
C.M. CALCA _per_2014-02,372,373,37,0,2,1,140,140,2,373,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,0,3,0,215,1,1,96,96,1,335,760,1489,1520,180,180,180,180,1724,1367,5,7,65,103,15,74,0,35,316,0,196,0,2,0,1,0,4,0,2,0,15,0,2,1,0,2,0
C.M. CALCA _per_2014-03,294,295,28,0,2,1,150,150,2,295,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,50,2,2,0,108,1,1,100,100,1,308,695,1065,1153,206,206,206,206,1886,1461,4,10,61,97,18,54,0,53,266,0,138,0,4,0,2,0,4,0,1,0,20,0,2,1,0,1,0
C.M. CALCA _per_2014-04,218,219,30,0,2,1,131,131,2,219,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,0,5,0,92,1,1,80,92,1,257,607,946,954,144,144,144,144,1571,1389,3,2,13,80,12,59,0,36,300,0,103,0,4,0,0,0,4,0,1,0,7,0,2,1,0,2,0
