,CONSULTANTES ASEGURADOS,CONSULTANTES DEL SERVICIO,CONSULTANTES NUEVOS,CONSULTAS CAI,CONSULTORIO FUNCIONAL,CONSULTORIOS FISICOS,HORAS MEDICAS EFECTIVAS,HORAS MEDICAS PROGRAMADAS,MEDICOS,TOTAL CONSULTANTES,TOTAL CONSULTAS,CAMAS HOSPITALARIAS,DEFUNCIONES ANTES 48 HORAS,DEFUNCIONES DESPUES 48 HORAS,DIAS CAMA DISPONIBLES,EGRESOS,ESTANCIA,PACIENTES DIA,REINGRESOS,PACIENTE DIA UNIDAD CORONARIA,CIRUGIA MAYOR ALTA COMPLEJIDAD,CIRUGIA MAYOR BAJA COMPLEJIDAD,CIRUGIA MAYOR MEDIANA COMPLEJIDAD,CIRUGIA MENOR ALTO REQUERIMIENTO,CIRUGIA MENOR BAJO REQUERIMIENTO,HORAS PROGRAMADAS INTERVENCION QUIRURGIC,HORAS USO DE SALA,INTERVENCION QUIRURGICA PROGRAMADAS,INTERVENCIONES QUIRURGICAS SUSPENDIDAS,SALAS QUIRURGICAS FUNCIONALES,CESAREAS,NACIDOS VIVOS,NACIMIENTOS,PARTOS CON COMPLICACION,PARTOS SIN COMPLICACION,N° SALAS DE PARTOS,PACIENTE DIA - PARTOS COMPLICADOS,PACIENTE DIA - PARTOS SIN COMPLICACIÓN,ATENCIONES DE EMERGENCIA I,ATENCIONES DE EMERGENCIA II,ATENCIONES DE EMERGENCIA III,ATENCIONES DE EMERGENCIA IV,PACIENTE DIA <=24 HORAS,PACIENTE DIA > 24 HORAS,CONSULTANTES ODONTOLOGICOS,CONSULTORIOS FISICOS ODONTOLOGIA,CONSULTORIOS FUNCIONALES ODONTOLOGIA,HORAS ODONTOLOGICAS EFECTIVAS,HORAS ODONTOLOGICAS PROGRAMADAS,ODONTOLOGOS,SESIONES ODONTOLOGICAS,TRABAJOS ODONTOLOGICOS,ANALISIS LABORATORIO CE,EXAMENES DE LABORATORIO,EXAMENES RADIOLOGICOS,EXAMENES RADIOLOGICOS CE,PLACAS RADIOLOGICAS,PLACAS RADIOLOGICAS CE,RECETAS DESPACHADAS,RECETAS DESPACHADAS CE,MENORES 1 AÑO TERCERA DOSIS PENTAVALENTE,MAMOGRAFIAS PREVENTIVAS 40 A 65 (RESULTA,MUESTRAS PROCESADAS X PAP CERVICO VAGINA,PRIMERA CONSULTA EXTERNA M. PREVENTIVA,CRED ADOLESCENTES,CRED NIÑOS,ACTIVIDADES EDUCACION GRUPAL TS,ATENCIONES PSICOLOGICAS,CONTROL DE ENFERMERIA,CONTROL DE NUTRICION,CONTROL DE OBSTETRICIA,CONTROL DE TRABAJO SOCIAL,EDUCACION GRUPAL DE ENFERMERIA,EDUCACION GRUPAL DE NUTRICION,EDUCACION GRUPAL DE OBSTETRICIA,PSICOPROFILAXIS DE NUTRICION,PSICOPROFILAXIS DE OBSTETRICIA,PSICOPROFILAXIS ENFERMERIA,VISITAS DOMICILIARIAS,VISITAS DOMICILIARIAS DE NUTRICION,VISITAS DOMICILIARIAS DE OBSTETRICIA,VISITAS DOMICILIARIAS TS,PERSONAL DE ENFERMERIA,PERSONAL DE OBSTETRICIA,PSICOPROFILAXIS DE PSICOLOGIA,VISITAS DOMICILIARIAS DE PSICOLOGIA,PSICOPROFILAXIS TS
H.IV VICTOR LAZARTE ECHEGARAY _per_2014-06,2018,4036,650,0,52,33,3963,4421,153,2018,16522,252,10,44,7563,1166,6172,6044,8,0,99,251,215,12,3,672,610,220,5,5,150,291,292,150,139,1,450,159,153,4554,4947,880,819,422,111,3,3,326,338,4,726,2271,52301,87261,3021,936,3867,1532,125478,30691,5,0,0,494,0,234,9,609,986,916,348,1864,23,2,6,0,2,0,15,0,0,0,251,18,0,0,0
H.IV VICTOR LAZARTE ECHEGARAY _per_2014-07,1896,3861,678,0,49,33,3788,3815,143,1897,15906,252,5,44,7826,1251,7254,6835,9,0,111,372,285,14,2,760,686,381,42,5,187,332,337,187,145,1,561,290,193,3948,4730,943,677,400,118,3,3,302,310,4,778,2282,56760,91268,3158,850,4148,1544,122438,29755,0,0,0,519,0,0,9,510,385,863,492,1780,23,0,4,0,2,0,0,0,0,0,251,18,0,0,0
H.IV VICTOR LAZARTE ECHEGARAY _per_2014-08,2173,12898,861,0,49,33,3764,3805,145,2174,16007,253,7,33,7829,1353,7562,7063,18,0,160,404,390,27,0,1004,1004,506,20,5,160,315,320,160,157,1,640,314,187,3545,5276,752,653,460,125,3,2,226,238,3,708,2035,57659,98967,3332,1182,4069,1547,130316,28141,5,0,0,424,0,426,9,559,2573,881,344,1520,33,1,3,0,2,0,43,0,0,0,251,18,0,0,0
H.IV VICTOR LAZARTE ECHEGARAY _per_2014-09,2463,5379,958,0,52,33,4582,4774,175,2463,19001,253,5,35,7580,1323,7454,7079,21,0,180,364,405,31,2,1090,990,549,29,5,168,338,344,168,165,1,672,330,170,3605,5331,807,651,480,143,3,3,301,353,5,856,2594,74492,118403,3465,1283,4451,1547,144484,34587,4,0,0,627,0,350,10,631,3214,855,273,1760,35,2,1,0,3,0,48,0,0,0,251,18,0,0,0
H.IV VICTOR LAZARTE ECHEGARAY _per_2014-10,2028,4716,836,0,51,33,4551,4886,171,2028,18406,252,6,45,7816,1439,8365,6894,21,0,172,394,437,30,6,1054,990,563,19,5,151,289,294,151,142,1,604,284,216,3526,5753,538,639,437,185,3,3,324,324,5,954,2959,61905,106049,3549,1261,4585,1649,140280,32829,9,0,0,554,0,305,10,668,3332,837,224,1750,36,2,1,0,2,0,65,0,0,0,251,18,0,0,0
H.IV VICTOR LAZARTE ECHEGARAY _per_2014-11,2038,4822,822,0,51,33,4629,4797,170,2038,18397,253,6,30,7581,1393,7264,6957,16,0,193,386,350,23,4,1016,979,564,24,5,180,328,328,180,145,1,720,290,172,3056,6114,446,534,337,111,3,3,320,364,5,817,2509,60964,98919,3340,1232,3950,1590,131373,30707,4,0,0,526,0,298,10,644,3134,872,187,1420,56,1,2,0,2,0,56,0,0,0,251,18,0,0,0
H.IV VICTOR LAZARTE ECHEGARAY _per_2014-12,1383,3093,551,0,51,33,3245,3649,150,1384,13661,252,7,29,7823,1348,9435,6730,19,0,132,297,363,24,6,907,894,403,21,5,148,317,322,148,168,1,592,336,189,3462,5811,386,671,405,72,3,3,178,244,5,504,1826,66035,100310,3250,976,4028,1464,127823,24970,11,0,0,345,0,275,9,484,2570,706,115,1955,15,0,1,0,1,0,53,0,0,0,251,18,0,0,0
H.IV VICTOR LAZARTE ECHEGARAY _per_2014-TOTAL,43014,82711,8554,0,51,33,46292,50667,150,43025,193869,253,92,432,91478,16018,90528,81634,188,0,1834,4313,4318,305,36,11108,10593,5872,281,5,1968,3831,3877,1968,1844,1,7236,3567,2146,45176,62210,9730,8086,5243,1752,3,3,3028,3438,4,8389,24800,669923,1109691,39868,13289,50994,19632,1652011,424479,100,0,0,5359,0,3575,106,6957,29068,9790,4114,19489,379,11,58,0,38,0,524,0,0,0,2972,208,0,0,0
H.N. ADOLFO GUEVARA VELASCO _per_2014-01,8262,9914,175,0,26,31,2708,2732,121,8268,11029,238,5,23,7378,1201,7761,7236,5,0,66,402,183,40,0,808,667,398,6,5,111,261,264,111,150,2,365,227,48,923,5063,852,514,471,491,2,3,276,276,3,929,3190,36893,88688,6166,3530,8877,5554,88261,25513,0,0,0,0,0,0,6,251,1397,32,226,787,1,6,0,0,12,0,3,0,0,3,208,15,3,0,0
H.N. ADOLFO GUEVARA VELASCO _per_2014-02,4819,7220,389,0,27,31,2553,2591,121,4823,10144,240,6,32,6720,1170,7363,6564,7,0,45,406,190,23,0,655,469,362,3,5,101,264,268,101,162,2,325,247,51,650,4194,709,560,588,200,2,2,188,192,2,596,2405,26925,68109,4957,2673,7744,4792,80026,21987,0,0,0,0,0,0,6,131,1502,0,242,793,2,4,0,0,17,0,5,0,0,6,208,15,3,0,0
H.N. ADOLFO GUEVARA VELASCO _per_2014-03,3832,6790,391,0,28,31,2833,2947,114,3835,11409,242,1,27,7502,1283,7949,7453,11,0,48,474,185,40,2,900,607,435,7,5,117,276,277,117,157,2,409,232,63,809,5529,1048,602,491,222,2,3,188,196,3,633,3058,36518,84662,5486,2924,8592,5436,89065,25089,0,0,0,0,0,0,8,100,1406,9,238,906,10,6,0,0,20,0,3,0,0,4,208,15,0,0,0
H.N. ADOLFO GUEVARA VELASCO _per_2014-04,3488,6630,580,0,33,31,2999,3199,128,3492,12320,246,4,22,7380,1181,7631,7133,11,0,57,386,208,33,4,878,798,440,6,5,83,242,242,83,158,2,277,244,60,941,5294,983,667,388,191,2,3,256,284,3,765,3285,36883,79223,5427,2859,8487,5176,89609,25221,0,0,0,0,0,0,6,166,1211,44,259,747,1,4,0,0,12,0,1,0,0,2,208,15,3,0,0
H.N. ADOLFO GUEVARA VELASCO _per_2014-05,1283,2540,251,0,14,31,1488,3356,127,1286,5110,246,2,31,7626,1205,8118,6744,12,0,20,314,141,10,1,918,218,155,4,5,98,285,287,98,182,2,335,275,65,1146,4874,1056,716,414,78,2,3,140,280,3,321,1554,20057,58041,4037,1451,5594,2137,78042,15204,0,0,0,0,0,0,8,230,1274,17,318,803,2,4,0,0,20,0,4,0,0,4,208,15,3,0,0
H.N. ADOLFO GUEVARA VELASCO _per_2014-06,1706,3457,353,0,30,31,2843,3270,121,1707,10247,246,9,29,7380,1030,6607,6115,6,0,18,220,116,28,0,825,269,151,20,5,71,228,228,71,157,2,243,230,43,1025,5931,1121,664,158,182,2,3,196,236,3,620,3045,23039,59393,4523,1977,5536,2248,82051,21456,0,0,0,0,0,0,11,291,1091,28,300,761,0,6,0,0,12,0,2,0,0,0,208,15,1,0,0
H.N. ADOLFO GUEVARA VELASCO _per_2014-07,2315,4701,556,0,31,31,3072,3175,124,2320,11244,246,7,25,7626,1192,7735,7022,10,0,23,303,121,25,1,906,225,143,8,5,119,275,278,119,155,2,388,242,63,1126,7470,1384,640,324,180,2,3,220,252,3,808,3459,24911,65605,5302,2658,6568,3021,87981,23520,0,0,0,0,0,0,9,329,1402,25,261,777,3,6,0,0,15,0,5,0,0,6,208,15,0,0,0
H.N. ADOLFO GUEVARA VELASCO _per_2014-08,1985,4272,518,0,27,31,2564,2682,118,1990,9852,246,3,24,7626,1272,8275,7594,6,0,59,469,196,44,3,890,702,460,1,5,85,221,223,85,131,2,266,221,60,1279,5617,1729,603,190,195,2,3,200,216,3,682,3035,24884,64276,5282,2523,6633,2945,90067,23764,0,0,0,0,0,0,3,304,1672,33,169,746,1,3,0,0,8,0,1,0,0,1,208,15,2,0,0
H.N. ADOLFO GUEVARA VELASCO _per_2014-09,2368,5268,543,0,33,31,3283,3388,127,2379,12440,249,4,28,7484,1347,8855,7460,12,0,76,506,221,39,1,972,830,529,15,5,120,297,298,120,172,2,435,260,60,939,6081,1323,768,195,176,2,3,272,284,3,867,3469,26027,67000,5291,2658,6374,3042,100835,26111,0,0,0,0,0,0,7,316,1825,40,174,794,1,0,30,0,16,0,1,0,0,5,208,15,0,0,0
H.N. ADOLFO GUEVARA VELASCO _per_2014-10,1988,4684,569,0,32,31,3083,3214,128,1998,11713,246,7,24,7626,1378,8133,7357,13,0,87,460,243,54,2,1024,841,514,2,5,106,265,269,106,158,2,329,220,51,968,7505,720,699,165,159,2,3,268,288,3,771,2950,25505,67185,6064,3374,7473,3968,99611,26915,0,0,0,0,0,0,14,254,1654,25,230,732,1,0,0,0,0,0,4,0,0,1,208,15,0,0,0
H.N. ADOLFO GUEVARA VELASCO _per_2014-11,2251,5147,612,0,36,31,3414,3553,136,2253,12850,250,6,28,7500,1244,7309,7131,9,0,60,468,210,28,1,944,778,474,3,5,99,258,260,99,158,2,311,241,46,975,6854,1173,689,205,119,2,3,244,272,3,740,2009,27497,71835,6150,3570,7186,3784,94226,26575,0,0,0,0,0,0,23,329,1287,51,181,725,3,0,30,0,0,0,13,0,0,5,208,15,0,0,0
H.N. ADOLFO GUEVARA VELASCO _per_2014-12,1540,3965,440,0,33,31,2997,3277,130,1540,11414,250,6,24,7750,1315,8215,6796,15,0,45,433,213,40,1,909,683,425,14,5,101,253,256,101,150,2,333,220,58,746,7106,810,654,190,188,2,3,240,296,3,781,2820,26375,72881,4571,2128,5439,2206,97478,25882,0,0,0,0,0,0,23,274,1353,33,89,594,8,0,0,0,9,0,4,0,0,0,208,15,0,0,0
H.N. ADOLFO GUEVARA VELASCO _per_2014-TOTAL,35837,64588,5377,0,30,31,33837,37384,125,35891,129772,245,60,317,89598,14818,93951,84605,117,0,604,4841,2227,404,16,10629,7087,4486,89,5,1211,3125,3150,1211,1890,2,4016,2859,668,11527,71518,12908,7776,3779,2381,2,3,2688,3072,3,8513,34279,335514,846898,63256,32325,84503,44309,1077252,287237,0,0,0,0,0,0,124,2975,17074,337,2687,9165,33,39,60,0,141,0,46,0,0,37,2496,180,15,0,0
H.N. ALBERTO SABOGAL SOLOGUREN _per_2014-01,23905,32068,632,298,90,63,8760,8856,248,23905,36817,418,18,74,12958,1842,12189,12361,9,126,458,607,505,49,25,2238,1913,1123,115,10,198,316,323,198,119,1,671,217,367,9827,11998,50,740,708,969,4,10,816,964,8,1684,4790,63716,170545,9177,2434,5598,2815,246543,55585,11,55,207,0,57,798,0,581,1883,244,481,223,28,1,4,0,31,4,7,0,0,2,364,32,0,0,0
H.N. ALBERTO SABOGAL SOLOGUREN _per_2014-02,15162,24525,1305,593,97,63,9409,9490,275,15162,38006,418,10,52,11704,1633,11476,11024,11,113,361,509,450,60,16,1854,1579,981,85,10,169,262,266,169,87,1,657,160,329,9950,10950,24,701,667,742,4,8,844,884,8,2100,5486,65967,179565,8410,2317,8155,2741,228629,58200,5,164,297,0,82,736,0,636,1933,264,446,182,45,2,4,0,36,6,23,0,0,11,364,32,0,0,0
H.N. ALBERTO SABOGAL SOLOGUREN _per_2014-03,9624,17587,1470,309,100,60,9649,9717,273,9624,39548,412,11,53,12772,1800,11577,11949,14,134,372,598,516,61,19,2226,1908,1112,78,10,179,311,317,179,129,1,643,216,395,10518,11615,137,822,680,575,4,10,992,1050,8,1962,5199,74730,193277,8686,2080,6728,2393,249430,61848,11,205,236,0,45,660,0,660,2066,341,518,134,35,3,4,0,25,6,17,0,0,25,364,32,0,0,0
H.N. ALBERTO SABOGAL SOLOGUREN _per_2014-04,6450,12561,1484,269,95,60,9246,9302,267,6450,38042,412,18,43,12360,1758,11407,11309,20,131,404,544,451,53,23,2088,1793,1055,78,10,163,297,299,163,125,1,528,278,336,11586,11644,46,683,619,533,4,10,950,952,8,1899,5251,67071,181018,8935,2737,6632,2960,259434,59325,6,72,266,0,51,861,0,621,2198,353,497,160,26,2,9,0,27,3,23,0,0,21,364,32,0,0,0
H.N. ALBERTO SABOGAL SOLOGUREN _per_2014-05,2219,4036,737,0,51,60,4617,7882,244,2219,15584,412,20,56,12772,1492,10344,10928,6,128,186,375,283,24,16,948,757,437,46,10,181,292,295,181,103,1,580,207,291,9800,9256,79,581,482,115,4,5,458,924,8,506,1409,56068,152188,7140,1768,4353,1978,192187,23991,9,28,175,0,14,584,0,382,1381,241,236,153,19,2,12,0,34,3,24,0,0,23,364,32,0,0,0
H.N. ALBERTO SABOGAL SOLOGUREN _per_2014-06,3867,6388,1457,0,84,61,8052,8165,279,3867,25153,401,22,58,12030,1349,10420,10036,9,124,113,311,224,20,21,1104,438,489,272,10,145,237,242,145,89,1,423,194,321,9650,4424,84,562,442,197,4,7,692,780,7,692,2023,44940,139521,6400,1628,4292,1659,169958,35513,7,52,155,0,1,65,0,412,599,105,119,123,8,6,5,0,16,0,27,0,0,10,364,32,0,0,0
H.N. ALBERTO SABOGAL SOLOGUREN _per_2014-07,4003,6486,1733,0,83,61,7989,8064,259,4003,24847,388,21,68,12028,1345,9912,10104,10,138,92,337,210,21,14,1548,398,439,306,10,184,270,273,184,78,1,645,160,311,10584,3709,33,545,475,230,4,7,654,762,7,755,2581,48219,141605,6757,2084,3805,2073,167001,33218,4,64,107,0,0,0,0,324,1128,118,173,130,9,8,6,0,12,1,9,0,0,4,364,32,0,0,0
H.N. ALBERTO SABOGAL SOLOGUREN _per_2014-08,4219,6973,1841,0,84,61,7774,7827,272,4219,27243,396,15,38,12276,1536,10671,11525,11,122,383,482,440,50,18,2052,1995,997,137,10,185,284,291,185,95,1,762,218,338,6788,6354,51,598,585,166,4,6,586,600,8,709,2678,54590,157434,6700,1745,4775,2085,180294,40173,15,125,113,0,0,340,0,252,1187,78,180,209,20,3,2,0,6,1,21,0,0,9,364,32,0,0,0
H.N. ALBERTO SABOGAL SOLOGUREN _per_2014-09,4304,7347,2044,0,90,61,8585,8637,271,4304,30318,408,22,55,12240,1657,12099,11126,16,139,425,486,408,43,18,2286,1773,956,72,10,173,253,257,173,67,1,658,141,281,7258,5811,73,560,547,228,4,6,582,636,5,842,2947,59494,167756,6838,1796,4550,2028,185095,47076,8,47,25,0,0,423,0,335,1225,56,131,184,22,1,8,0,4,1,18,0,0,19,483,30,0,0,0
H.N. ALBERTO SABOGAL SOLOGUREN _per_2014-10,4171,7170,2006,0,86,61,7968,8009,268,4171,29354,408,19,62,12648,1666,12906,11638,16,125,388,516,411,53,19,2232,1661,961,107,10,178,264,267,178,78,1,624,165,290,7241,5470,51,559,582,212,4,5,540,600,7,824,2879,54658,155214,7334,1947,6565,2427,200521,47756,13,55,32,0,0,466,0,276,1240,131,221,183,25,4,5,0,10,2,9,0,0,5,483,30,0,0,0
H.N. ALBERTO SABOGAL SOLOGUREN _per_2014-11,3988,6955,1927,0,89,61,7911,8067,267,3988,29942,408,19,66,12240,1651,12183,11320,14,97,457,492,421,56,20,1812,1583,1028,90,10,170,256,258,170,82,1,596,174,285,6882,4713,31,551,526,279,4,7,714,758,7,1117,3850,62134,166484,6955,1770,4926,1925,185447,45347,16,117,75,0,0,398,0,360,1011,149,150,248,27,2,0,0,0,1,14,0,0,15,483,30,0,0,0
H.N. ALBERTO SABOGAL SOLOGUREN _per_2014-12,3313,5840,1563,0,81,61,7556,7666,261,3313,28158,408,21,64,12648,1675,11744,11530,11,112,391,463,392,44,14,2190,1508,943,113,10,161,263,266,161,86,1,612,169,293,6761,4368,42,592,563,163,4,6,552,676,8,878,2701,54177,159298,6947,1135,4901,1203,181140,47146,14,85,35,0,0,495,0,328,1153,111,136,117,13,1,0,0,0,4,12,0,0,11,483,30,0,0,0
H.N. ALBERTO SABOGAL SOLOGUREN _per_2014-TOTAL,85225,137936,18199,1469,88,61,97516,101682,265,85225,363012,408,216,689,148676,19404,136928,134850,147,1489,4030,5720,4711,534,223,22578,17306,10521,1499,10,2086,3305,3354,2086,1138,1,7399,2299,3837,106845,90312,701,7494,6876,4409,4,7,8380,9586,8,13968,41794,705764,1963905,90279,23441,65280,26287,2445679,555178,119,1069,1723,0,250,5826,0,5167,17004,2191,3288,2046,277,35,59,0,201,32,204,0,0,155,4844,376,0,0,0
H.N. ALMANZOR AGUINAGA ASENJO _per_2014-01,15050,18963,447,0,55,46,5567,5423,167,15055,21967,381,11,75,11811,1351,10013,11140,17,0,167,450,420,27,0,1453,1255,724,24,6,112,151,156,112,42,1,336,42,114,2574,1948,10,685,332,422,5,3,163,203,5,663,2001,32679,59936,3523,1091,1332,1304,117393,42706,3,0,0,903,0,335,11,213,4539,495,412,480,21,0,26,0,9,0,11,0,0,8,337,26,0,0,0
H.N. ALMANZOR AGUINAGA ASENJO _per_2014-02,10713,15402,1010,0,63,46,5586,5702,191,10718,21692,381,6,55,10668,1225,9477,10573,9,0,137,411,424,21,0,1422,1480,706,20,6,106,158,159,118,33,1,342,33,117,1570,1997,26,236,233,255,5,2,124,124,3,487,1304,32080,57865,3354,1327,0,0,111337,42486,10,0,0,947,0,319,7,204,5682,406,626,502,26,0,24,0,33,0,1,0,0,5,337,26,0,0,0
H.N. ALMANZOR AGUINAGA ASENJO _per_2014-03,7659,12765,1141,0,55,46,5793,5908,199,7664,22574,389,7,53,12059,1320,10050,11481,18,0,196,371,424,14,0,1445,1232,747,24,6,94,145,145,117,27,1,328,27,136,2549,1600,15,357,415,277,5,2,141,176,5,563,1624,38042,67806,3595,1739,1557,732,121280,45715,13,0,0,912,0,310,4,306,4818,487,519,429,28,0,24,0,14,0,12,0,0,3,337,26,0,0,0
H.N. ALMANZOR AGUINAGA ASENJO _per_2014-04,5154,9602,1163,0,58,46,5470,5445,199,5155,21678,389,8,60,11670,1274,9961,10912,16,0,178,384,433,17,0,1461,1266,767,23,6,80,138,138,128,3,1,336,3,134,2457,1667,22,351,331,273,5,2,182,228,5,724,2084,34009,63513,3923,2066,2146,1241,116594,42679,15,0,0,793,0,333,4,303,4809,449,554,479,25,0,29,0,8,0,1,0,0,9,337,26,0,0,0
H.N. ALMANZOR AGUINAGA ASENJO _per_2014-05,1670,3450,457,0,25,46,2445,5659,193,1670,9827,389,7,58,12059,1020,8417,9775,4,0,59,244,236,8,0,781,725,278,1,6,89,136,137,111,21,1,311,21,121,2545,1669,11,385,326,91,5,1,62,225,5,257,581,31862,57882,2922,1489,1920,982,84606,19417,12,0,0,385,0,254,8,251,4696,335,357,397,65,0,25,0,11,0,2,0,0,1,344,28,0,0,0
H.N. ALMANZOR AGUINAGA ASENJO _per_2014-06,2602,5065,766,0,53,46,5102,5723,192,2603,20046,389,8,53,11670,972,8539,10149,5,0,56,219,168,13,0,754,561,170,8,6,77,123,125,77,44,1,231,44,147,2748,1686,9,407,299,175,5,1,138,244,4,517,1186,28317,56091,3070,1138,1839,832,108570,42876,11,0,0,864,0,254,5,256,1544,413,252,402,20,0,26,0,6,0,0,0,0,4,344,28,0,0,0
H.N. ALMANZOR AGUINAGA ASENJO _per_2014-07,2923,5524,995,0,55,46,5271,5444,194,2924,20650,389,6,57,12059,961,8812,10563,9,0,54,209,158,6,0,873,572,100,6,6,74,112,113,74,37,1,222,37,122,2620,1693,30,344,321,233,5,2,168,224,5,658,1623,26864,55994,3242,1051,2013,561,113212,41540,13,0,0,720,0,83,4,166,1076,408,252,403,20,0,11,0,3,0,0,0,0,2,344,28,0,0,0
H.N. ALMANZOR AGUINAGA ASENJO _per_2014-08,3182,5773,1200,0,51,46,4937,5023,185,3182,19530,389,20,56,12059,1300,11516,11202,2,0,177,418,335,21,0,1399,1215,581,23,6,89,148,152,89,53,1,267,53,128,2841,1648,14,394,375,221,5,2,154,168,5,610,1542,31100,61509,3861,1422,2553,853,113301,39882,16,0,0,885,0,209,4,224,5196,472,601,498,36,0,24,0,10,0,0,0,0,5,344,28,0,0,0
H.N. ALMANZOR AGUINAGA ASENJO _per_2014-09,2840,5698,1062,0,54,46,5394,5645,188,2842,21169,389,5,51,11670,1313,10449,11039,15,0,238,333,417,12,0,1508,1359,639,24,6,84,142,142,84,52,1,252,52,131,2624,1731,4,364,301,245,5,2,179,240,5,742,1886,34317,67000,3837,1392,2974,858,117377,43420,13,0,0,968,0,209,7,334,5645,374,588,486,41,0,26,0,9,0,0,0,0,10,344,28,0,0,0
H.N. ALMANZOR AGUINAGA ASENJO _per_2014-10,2640,5379,1067,0,52,46,5101,5542,197,2641,20124,388,10,57,12028,1269,9653,11321,12,0,228,372,383,25,0,1462,1325,621,16,6,92,136,139,92,43,1,276,43,146,2589,1867,13,357,366,186,5,2,155,227,5,635,1656,34072,67985,3956,1621,1896,910,119034,41986,14,0,0,926,0,247,0,281,5542,440,463,486,40,0,24,0,9,0,6,0,0,7,344,28,0,0,0
H.N. ALMANZOR AGUINAGA ASENJO _per_2014-11,2949,5905,1202,0,56,46,5181,5495,199,2950,20438,388,10,57,11640,1209,9624,11278,11,0,211,355,379,11,0,1414,1233,555,23,6,87,127,128,87,37,1,261,37,155,2815,1667,4,327,360,251,5,2,161,220,5,670,1908,33000,65357,3873,1324,2487,909,114009,41702,13,0,0,975,0,221,6,332,5240,388,467,452,28,0,24,0,9,0,3,0,0,4,344,28,0,0,0
H.N. ALMANZOR AGUINAGA ASENJO _per_2014-12,2414,4846,971,0,47,46,4632,5484,201,2416,18360,388,9,52,12028,1291,10103,10902,11,0,175,371,392,8,0,1271,1318,476,4,6,94,155,155,94,54,1,282,54,144,2871,2062,12,406,372,143,5,1,106,151,5,469,1341,32372,65711,3130,1181,3275,1177,112626,39554,15,0,0,896,0,221,6,254,4752,380,447,421,39,0,25,0,9,0,3,0,0,3,344,28,0,0,0
H.N. ALMANZOR AGUINAGA ASENJO _per_2014-TOTAL,59796,98372,11481,0,55,46,60479,66493,194,59820,238055,389,107,684,141421,14505,116614,130335,129,0,1876,4137,4169,183,0,15243,13541,6364,196,6,1078,1671,1689,1183,446,1,3444,446,1595,30803,21235,170,4613,4031,2772,5,2,1733,2430,5,6995,18736,388714,746649,42286,16841,23992,10359,1349339,483963,148,0,0,10174,0,2995,66,3124,53539,5047,5538,5435,389,0,288,0,130,0,39,0,0,61,4100,328,0,0,0
H.N. CARLOS ALBERTO SEGUIN ESCOBEDO _per_2014-01,12981,16290,411,0,66,44,4764,4764,230,13002,18947,292,14,52,9052,1004,8559,8487,21,0,149,335,442,83,6,1409,1276,781,36,6,42,66,67,42,20,1,168,40,302,8389,519,8,272,628,675,3,6,324,324,6,976,2863,48337,135618,4982,1499,6871,2181,230468,40712,8,0,0,0,0,296,2,682,2182,395,274,1829,131,0,4,0,12,10,94,0,0,87,420,21,0,0,0
H.N. CARLOS ALBERTO SEGUIN ESCOBEDO _per_2014-02,7883,11811,808,0,66,44,4432,4432,220,7903,17697,302,16,41,8456,980,7971,7825,13,0,162,408,420,77,3,1467,1329,831,39,6,42,53,53,42,6,1,168,12,238,7752,249,11,266,665,433,3,6,340,340,6,1020,2671,52582,133918,4720,1414,6229,1975,221109,36813,3,0,0,0,0,285,5,639,2172,473,0,1854,67,0,0,0,0,8,100,0,0,88,421,21,0,0,0
H.N. CARLOS ALBERTO SEGUIN ESCOBEDO _per_2014-03,6067,9542,1206,0,66,44,4745,4745,241,6089,19562,306,5,39,9486,1083,8938,9052,14,0,170,389,500,79,8,1566,1361,882,42,9,54,71,72,54,16,1,216,32,241,8448,352,38,274,664,364,3,6,440,440,6,1244,3180,54247,142754,4897,1444,6993,2004,224302,41913,6,0,0,0,0,289,5,759,2265,320,0,1973,141,0,0,0,0,11,101,0,0,80,421,21,0,0,0
H.N. CARLOS ALBERTO SEGUIN ESCOBEDO _per_2014-04,4023,7444,1060,0,66,44,4729,4729,246,4037,19757,303,12,39,9090,1019,8807,8582,21,0,141,372,440,63,8,1612,1351,803,38,9,28,41,44,30,9,1,116,18,271,8248,536,18,307,724,316,3,6,424,424,6,1189,3414,51343,138279,4613,1459,6396,2090,239200,42690,6,0,0,6,0,268,4,692,2399,283,0,2620,114,1,0,0,0,14,84,0,0,83,421,21,0,0,0
H.N. CARLOS ALBERTO SEGUIN ESCOBEDO _per_2014-05,1383,2822,416,0,66,44,2716,4843,205,1386,9298,303,7,37,9393,879,8240,8177,16,0,90,310,230,39,3,1795,460,299,15,9,46,59,62,46,8,1,184,16,279,8817,551,17,311,638,110,3,6,148,428,6,385,1430,48992,133171,4920,1353,6954,1670,229299,24925,6,0,0,0,0,295,4,647,2171,423,0,2236,132,0,0,0,0,6,61,0,0,76,421,21,0,0,0
H.N. CARLOS ALBERTO SEGUIN ESCOBEDO _per_2014-06,2208,4090,784,0,66,44,4866,4866,240,2220,19172,303,8,47,9090,838,8107,8020,15,0,54,172,206,34,15,1817,299,169,8,9,44,57,61,44,13,1,176,26,280,8974,650,23,306,621,271,3,6,444,444,6,1110,3060,50783,129511,4940,1172,6620,1241,224810,44754,7,0,0,0,0,189,4,559,1560,350,0,1994,65,0,0,0,5,1,58,0,0,58,423,20,0,0,0
